,Unnamed: 0,username,age,occupation,status,gender,filtered sentence,y,translated_occupation,translated_occupation_lem,translated_occupation_category
4053,4053,Sunset123,51,Admin,divorced,female,hispanic Straight Christian nonsmoker occasional drinker Friendship Romance,0,admin,admin,
4054,4054,Tacketttown,51,Mechanic,separated,male,white Straight Christian social smoker never Friendship Romance Serious Relationship,0,mechanic,mechanic,
4055,4055,Tanea,51,economist,widow,female,white Straight Christian light smoker social drinker Romance,0,economist,economist,
4056,4056,TheOne5071,51,Truck Driver,in relationship,male,white Straight Spiritual light smoker social drinker Fun Friendship Romance,0,truck driver,truck driver,
4057,4057,TheSteve,51,Machinist,divorced,male,white Straight Christian light smoker social drinker Fun Friendship Romance,0,machinist,machinist,
4058,4058,Tongolele,51,Independiente,widow,male,hispanic Straight Spiritual nonsmoker occasional drinker Fun Friendship Romance Serious Relationship Marriage,0,independent,independent,self employed
4059,4059,tygerr,51,chofer,single,male,white Straight Christian nonsmoker occasional drinker Fun Friendship Serious Relationship Marriage,0,driver,driver,
4060,4060,Violeta49P,51,Salud,single,female,white Straight Christian nonsmoker occasional drinker Marriage,0,health,health,
4061,4061,yamirey,51,administradora,single,female,hispanic Straight Christian nonsmoker never Friendship,0,administrator,administrator,
4062,4062,Better777,52,Gobierno,divorced,male,Im easygoing considerate loving happy hardworking humble friendly earth guy I would like meet lady similar traits I like exercising eating healthy dining movies watching tv shows parks museums traveling watching sports spending time familyfriends Soy un hombre tranquilo sin hijos agradable amoroso feliz considerado trabajador detallista serio que sabe lo que quiere al cual le gustaria conocer una mujer igual Soy delgado gusta hacer ejercicios 3 4 veces por semana comer saludable salir comer al cine ver programas de TV ir parques museos viajar ver deportes compartir con familia amistades,0,government,government,
4063,4063,Blessedd69,52,Education,divorced,male,Sociable individual looking fun loving lady willing intrgrate,0,education,education,education
4064,4064,Bogosse,52,Business,separated,male,50 Year old separated 25 years marriage Athletic dynamic individual looking life loving woman spend time see,0,business,business,
4065,4065,Chad49,52,Health care,single,male,Seeking lady believes God reads bible wants children,0,health care,health care,
4066,4066,CHARLIE333,52,Manager,divorced,male,Often business trips Belgrade Looking new challenge life Speaking little Srpski,0,manager,manager,office
4067,4067,Crissy28,52,CSR,separated,female,Honest sincere sweet loving caring woman Looking true love honesty sincerity respect Someone I love take care rest lives,0,csr,csr,
4068,4068,Fartaworeda,52,Executive,married,male,A professional highest quality likes dining romantic setting love good conversation,0,executive,executive,
4069,4069,Feelsgood69,52,Self employed,single,male,I love outdoors camping fishing boating riding dirt bikes traveling chilling couch cuddle watch movie dont like drama Im fun around,0,self employed,self employed,self employed
4070,4070,freespirit99,52,business,divorced,male,good looking heakthy duscreet educated world travelled open minded adventurous fun person zest life,0,business,business,
4071,4071,Green_eyed_lady,52,Management,separated,female,New ready start new chapter life The first thing know God 16 year old son greatest joy I blessed I like stay positive I work finance sector owned businesses I entrepreneurial spirit I open honest interest playing games A true geek heart I love learning researching enjoy exploring fringe topics conversation I great love travel It wildly exotic expensive I get enjoyment simply going somewhere I never even nearby I believe every place unique worthwhile qualities overlook I love reading movies binge watching netflix simple card games The activity matter much company I play bass guitar drums I think would great fun someone jam Rock I looking Godsent partner share lifes adventures big small Someone values mutual respect loyalty companionship,0,management,management,
4072,4072,Harold0829,52,English teacher,separated,male,I consider self good hearted personcaring loving respecful,0,english teacher,english teacher,education
4073,4073,Jeff1970,52,truck driver,single,male,49 years old pretty good shape like fun looking good woman Im ready start long get married good lady,0,truck driver,truck driver,
4074,4074,ljubec70,52,self employed,married,male,I live partnership 20 years important wife In last years erotic minimized We jealous I interested one night stands relationship tenderness body soul longlasting interchange levels,0,self employed,self employed,self employed
4075,4075,LSGusa,52,retired,single,male,BLAH BLAH BLAH This every one tries either dazzle us brilliance baffle us Bullshit either way really know someone write Maybe get know try say mean say least try best keep mind I think falls rule unto others would unto basic common sense human courtesy,0,retired,retired,
4076,4076,Lyrra,52,Self employed,separated,female,Im simples person positive outlook life,0,self employed,self employed,self employed
4077,4077,Merl1970,52,Retired,widow,male,Im old fashioned man loves spoil one hes Opening door isnt something dead flowers arent Valentines Day special occasions Winning heart woman love doesnt end marriage almost daily occurrence I believe good manners grammar still matter even texts I try live golden rule treat others way want treated I perfect I love road trips looking forward travel around country Im retired Navy 19 countries plan increasing number I three grown children three grandsons I adore So Im looking forward old enough travel I enjoy quietness living country My town doesnt even stop sign road going I grew Detroit stationed big cities I dont like city living anymore Id describe pretty average guy Im 5ft 8in Im tall definitely wish I taller I think thats I like cowboy boots I three grown children three grandsons I love death Im looking best friend confidant lover Someone I enjoy matter A person automatically glides next walk naturally grab others hand My faith plays part life would part relationship I I enjoy going church person Im seeing Im Christian go nondenominational church I learned similar basic belief structure made stronger relationship Ive seen lot liberals say want nothing conservatives forthcoming I conservative Well thats Ill add I think If one picture pictures filters I probably wont reply,0,retired,retired,
4078,4078,Mred1970,52,Business owner,single,male,Looking someone cool kind trustworthy make friends hang see happens No need rush anything I looking hook either I looking someone text forever I dont need go another place message like hangouts WhatsApp Right fine exchchange phone numbers whatever Nobody working phone dating sites talking video chat Amazing If profile picture someone besides amature porn star Instagram model please dont contact I also willing long distance relationship someone unreasonable distance away hours fine across country overseas I I work I single never married kids I dark sense humor think cynical funny gives impression I negative attitude could truth I think I hilarious Is wrong I like negative people people anger management issues There never reason behave negative ways I immediately separate type people I animal lover especially dogs I like pizza nachos motorcycles rock roll especially ounk rock old cars road trips outdoors I life long vegetarian I dont care anyone else isnt one,0,business owner,business owner,self employed
4079,4079,MrLovemaster,52,Business Owner,single,male,Hard working man trying succeed life I deserve liberty pursuit happiness matter,0,business owner,business owner,self employed
4080,4080,Nikospain,52,Autonomo,single,male,I curious nature I like sports travel activities nature Good sense humor I speak clearlydirectly without detours openminded honest I try better person tomorrow I yesterday I like mental challenges constructive talks I looking someone similar share life,0,autonomous,autonomous,
4081,4081,PrepperDad,52,Business Owner,single,male,Im hardworking man strings attached single I consider fun going,0,business owner,business owner,self employed
4082,4082,rick1957,52,medico,separated,male,good listener good lover,0,medico,medico,medical
4083,4083,Senseyou,52,lawyer,divorced,male,I love satisfy womanto give Pleasure sexual intellectual emotional I already know This would make happyalive proud masculinity And This happen I look I listen I talk herjust understand one thing wants needs dreams I could help I know shes waiting ME life So My Love let get Youit right time,0,lawyer,lawyer,
4084,4084,Skuggi,52,Accountant,widow,male,I healthy Like outdoors also quiet I work much like slow good woman,0,accountant,accountant,
4085,4085,TonyKold,52,construction,single,male,Down earth got ta meet get know,0,construction,construction,construction
4086,4086,01Anselmo212,52,Ingeniero,divorced,male,hispanic Straight Christian nonsmoker never Serious Relationship,0,engineer,engineer,engineer
4087,4087,50raul,52,comerciante,single,male,hispanic Straight Spiritual light smoker occasional drinker Friendship,0,merchant,merchant,
4088,4088,abejuly,52,comerciante,separated,male,native american Straight Christian nonsmoker occasional drinker Friendship Romance Serious Relationship,0,merchant,merchant,
4089,4089,Al52,52,Militar,divorced,male,white Straight Christian nonsmoker social drinker Serious Relationship Marriage,0,military,military,military
4090,4090,Aleksandrova,52,Teacher,divorced,female,white Straight Christian nonsmoker never Marriage,0,teacher,teacher,education
4091,4091,AlexGT,52,Ingeniero,single,male,white Straight Christian nonsmoker never Serious Relationship Marriage,0,engineer,engineer,engineer
4092,4092,amanda1,52,profesora,divorced,female,hispanic Straight Other nonsmoker never Friendship Romance Serious Relationship Marriage,0,teacher,teacher,education
4093,4093,Amaranth,52,engineer,divorced,female,white Straight Christian nonsmoker social drinker Friendship Romance,0,engineer,engineer,engineer
4094,4094,Amoregun,52,Manager,widow,male,white Straight Christian light smoker occasional drinker Friendship Romance Serious Relationship Marriage,0,manager,manager,office
4095,4095,Anairis2021,52,Contadora,divorced,female,white Straight Spiritual nonsmoker never Serious Relationship Marriage,0,accountant,accountant,
4096,4096,Angela123,52,Profesora,single,female,hispanic Straight Christian nonsmoker never Serious Relationship Marriage,0,profesora,profesora,
4097,4097,Ania70,52,Free lance,single,female,hispanic Straight Spiritual light smoker occasional drinker Romance,0,free lance,free lance,
4098,4098,Ayda,52,Jubilada,single,female,black Straight Spiritual nonsmoker occasional drinker Serious Relationship,0,retired,retired,
4099,4099,bonbern,52,Administrator,divorced,female,white Straight Christian light smoker never Friendship Romance,0,administrator,administrator,
4100,4100,Caedali,52,Arquitecto,separated,male,hispanic Straight Christian social smoker social drinker Romance Serious Relationship Marriage,0,architect,architect,
4101,4101,Camaron,52,Emprendedor,divorced,male,hispanic Straight Other nonsmoker never Serious Relationship,0,entrepreneur,entrepreneur,
4102,4102,Cary7002,52,Recursos humanos,divorced,female,hispanic Straight Other light smoker never Serious Relationship Marriage,0,human resources,human resources,
4103,4103,Christopher1,52,Comerciante,single,male,hispanic Straight Jewish light smoker social drinker Friendship Romance Serious Relationship,0,merchant,merchant,
4104,4104,claubm,52,Comerciante,divorced,female,white Straight Other nonsmoker never Serious Relationship,0,merchant,merchant,
4105,4105,Clesu,52,Chef,single,male,mixed Straight Other nonsmoker social drinker Serious Relationship,0,chef,chef,
4106,4106,Danka,52,Profesora,widow,female,white Straight Christian nonsmoker never Marriage,0,profesora,profesora,
4107,4107,Deska,52,Education,single,female,mixed Straight Spiritual nonsmoker social drinker Serious Relationship,0,education,education,education
4108,4108,efernandez,52,Manager,single,male,hispanic Straight Christian nonsmoker occasional drinker Fun Friendship Romance,0,manager,manager,office
4109,4109,ELVENEZOLANO10,52,TRABAJADOR INDEPENDIENTE,separated,male,hispanic Straight Christian nonsmoker occasional drinker Serious Relationship,0,trabajador independiente,trabajador independiente,self employed
4110,4110,Forres,52,Vendedor,single,male,white Straight Buddhist nonsmoker social drinker Marriage,0,seller,seller,
4111,4111,Francelia,52,Economista,single,female,white Straight Other nonsmoker occasional drinker Serious Relationship,0,economist,economist,
4112,4112,Gedv,52,Ayudante de cocina,divorced,male,hispanic Straight Christian nonsmoker occasional drinker Serious Relationship,0,kitchen assistant,kitchen assistant,
4113,4113,Getty,52,medico,single,male,hispanic Straight Other nonsmoker never Friendship,0,medico,medico,medical
4114,4114,Giovanni10,52,Detailer,divorced,male,hispanic Straight Christian social smoker social drinker Friendship,0,details,detail,
4115,4115,Hansrr,52,Operario,single,male,hispanic Straight Other nonsmoker social drinker Serious Relationship Marriage,0,factory worker,factory worker,
4116,4116,HCT,52,Administrativo,single,male,hispanic Straight Other light smoker occasional drinker Serious Relationship,0,administrative,administrative,
4117,4117,Hugo69,52,Arquitecto,divorced,male,hispanic Straight Other nonsmoker social drinker Friendship Romance Serious Relationship,0,architect,architect,
4118,4118,Ike52,52,Sports,single,male,white Straight Christian nonsmoker occasional drinker Fun Friendship Romance Serious Relationship,0,sports,sport,
4119,4119,Indy1022,52,Administradora de empresas,separated,female,hispanic Straight Christian nonsmoker occasional drinker Serious Relationship Marriage,0,business administrator,business administrator,
4120,4120,Islabella,52,Bibliotecaria,divorced,female,white Straight Christian nonsmoker social drinker Serious Relationship Marriage,0,library,library,
4121,4121,Javicancun,52,Independiente,single,male,hispanic Straight Christian social smoker social drinker Serious Relationship,0,independent,independent,self employed
4122,4122,JAViJAV,52,EMPRESARIO,divorced,male,white Straight Spiritual nonsmoker never Serious Relationship Marriage,0,entrepreneur,entrepreneur,
4123,4123,Jayson2050,52,Medical,separated,male,asian Straight Other nonsmoker social drinker Fun Friendship,0,medical,medical,medical
4124,4124,JFruelling,52,Teacher,divorced,male,white Straight Christian nonsmoker social drinker Fun Romance Serious Relationship,0,teacher,teacher,education
4125,4125,jim8899,52,admin,widow,male,white Straight Other social smoker social drinker Friendship Romance Serious Relationship,0,admin,admin,
4126,4126,Johnny6969,52,Construction,single,male,white Straight Other light smoker occasional drinker Romance Serious Relationship Marriage,0,construction,construction,construction
4127,4127,johnorrego,52,electricista,single,male,hispanic Straight Christian nonsmoker never Serious Relationship,0,electrician,electrician,
4128,4128,jorgealtamira,52,chef,single,male,white Straight Christian nonsmoker social drinker Serious Relationship,0,chef,chef,
4129,4129,Josdamo,52,Comerciante,single,male,hispanic Straight Christian nonsmoker never Serious Relationship,0,merchant,merchant,
4130,4130,Karyna,52,Administradora,single,female,white Straight Christian nonsmoker social drinker Serious Relationship,0,administrator,administrator,
4131,4131,kcusca,52,Emprendedor,separated,female,hispanic Straight Christian nonsmoker occasional drinker Friendship,0,entrepreneur,entrepreneur,
4132,4132,Latina_madura,52,Ama de casa,single,female,hispanic Straight Christian nonsmoker occasional drinker Serious Relationship Marriage,0,housewife,housewife,
4133,4133,latino1,52,Ingeniero,separated,male,hispanic Straight Christian nonsmoker social drinker Serious Relationship,0,engineer,engineer,engineer
4134,4134,Letsmakeithappen49,52,Truck driver,divorced,male,mixed Straight Christian social smoker never Fun Friendship Romance Serious Relationship Marriage,0,truck driver,truck driver,
4135,4135,Leverne,52,health,single,female,black Straight Christian nonsmoker occasional drinker Friendship,0,health,health,
4136,4136,Love51,52,administrativo,single,male,hispanic Straight Christian social smoker social drinker Marriage,0,administrative,administrative,
4137,4137,Lunacafe,52,Cuenta propia,single,female,black Straight Spiritual nonsmoker never Serious Relationship,0,own account,own account,self employed
4138,4138,Magdalane,52,Finanzas,separated,female,hispanic Straight Other nonsmoker never Friendship,0,finance,finance,finance
4139,4139,Maggo,52,Profesor,divorced,male,hispanic Straight Spiritual nonsmoker never Serious Relationship Marriage,0,profesor,profesor,
4140,4140,maiki,52,administrativo,single,male,hispanic Straight Other nonsmoker occasional drinker Friendship Serious Relationship,0,administrative,administrative,
4141,4141,Margarita51,52,Administradora,separated,male,hispanic Straight Other light smoker occasional drinker Serious Relationship,0,administrator,administrator,
4142,4142,Marita14,52,Docente,single,female,hispanic Straight Christian nonsmoker never Serious Relationship,0,teacher,teacher,education
4143,4143,medelini,52,comerciante,divorced,male,hispanic Straight Christian nonsmoker occasional drinker Marriage,0,merchant,merchant,
4144,4144,Melvi,52,Tecnico,single,male,hispanic Straight Christian nonsmoker occasional drinker Friendship Romance Serious Relationship,0,technician,technician,tech
4145,4145,Miguel140716,52,Tecnico,single,male,white Straight Christian nonsmoker social drinker Serious Relationship,0,technician,technician,tech
4146,4146,mj007,52,Health Care,divorced,female,white Straight Christian social smoker never Marriage,0,health care,health care,
4147,4147,moebio,52,artista,single,male,white Straight Atheist social smoker social drinker Friendship Romance Serious Relationship,0,artist,artist,
4148,4148,Mossina,52,Secretaria,divorced,female,middle eastern Straight Other social smoker social drinker Friendship,0,secretary,secretary,office
4149,4149,musabyimananehemiya,52,teacher,married,male,black Straight Christian nonsmoker never Friendship,0,teacher,teacher,education
4150,4150,Norlan1969,52,Autónomo,divorced,male,hispanic Straight Christian nonsmoker occasional drinker Friendship Romance Serious Relationship,0,autonomous,autonomous,
4151,4151,Olgaluisa,52,Abogada,divorced,female,hispanic Straight Spiritual nonsmoker never Friendship Serious Relationship,0,a lawyer,a lawyer,
4152,4152,Olgi,52,Peluquera,separated,female,hispanic Straight Christian social smoker social drinker Serious Relationship,0,hairdresser,hairdresser,
4153,4153,Orlando22,52,Constructor,single,male,white Straight Spiritual nonsmoker occasional drinker Serious Relationship,0,constructor,constructor,construction
4154,4154,Palike,52,Vendedor,divorced,male,hispanic Straight Christian social smoker never Serious Relationship,0,seller,seller,
4155,4155,Psychmike69,52,Medical,divorced,male,white Straight Christian nonsmoker social drinker Fun Friendship Romance Serious Relationship,0,medical,medical,medical
4156,4156,Queno,52,Empresario,divorced,male,hispanic Straight Other nonsmoker never Serious Relationship Marriage,0,entrepreneur,entrepreneur,
4157,4157,Quique1314,52,Publicidad,single,male,hispanic Straight Christian nonsmoker never Romance Serious Relationship Marriage,0,advertising,advertising,
4158,4158,R9662,52,abogado,divorced,male,hispanic Straight Christian nonsmoker never Serious Relationship Marriage,0,attorney,attorney,
4159,4159,raulpinto,52,Contador,separated,male,hispanic Straight Christian light smoker occasional drinker Romance Serious Relationship,0,contador,contador,
4160,4160,roymando,52,empresario,single,male,hispanic Straight Christian nonsmoker never Serious Relationship,0,entrepreneur,entrepreneur,
4161,4161,ruimachado1970,52,Consultor,separated,male,white Straight Christian nonsmoker never Fun Friendship Romance Serious Relationship Marriage,0,consultant,consultant,
4162,4162,samuel61,52,Pensionado,divorced,male,white Straight Christian nonsmoker never Serious Relationship,0,pensioner,pensioner,
4163,4163,Sassynurse52,52,Medical,divorced,female,white Straight Christian nonsmoker occasional drinker Friendship Romance Serious Relationship,0,medical,medical,medical
4164,4164,seph1320,52,maestro,single,male,hispanic Straight Christian light smoker social drinker Fun Friendship Romance Serious Relationship Marriage,0,maestro,maestro,
4165,4165,Shiva,52,Contratista,single,male,white Straight Hindu social smoker social drinker Serious Relationship,0,contractor,contractor,
4166,4166,Sil2020,52,comercio,separated,female,white Straight Christian nonsmoker social drinker Friendship Romance Serious Relationship,0,trade,trade,
4167,4167,Skengdon,52,Self employed,single,male,black Straight Christian nonsmoker occasional drinker Fun Friendship Romance Serious Relationship Marriage,0,self employed,self employed,self employed
4168,4168,smaricela09,52,Abogada,divorced,female,hispanic Straight Spiritual nonsmoker social drinker Friendship Romance Serious Relationship,0,a lawyer,a lawyer,
4169,4169,StanHicks,52,Self employed,divorced,male,white Straight Christian light smoker never Fun Friendship Romance,0,self employed,self employed,self employed
4170,4170,Stavros007,52,Lawyer,single,male,white Straight Christian nonsmoker never Fun Friendship Romance Serious Relationship Marriage,0,lawyer,lawyer,
4171,4171,Sunday10,52,Empresario,single,male,white Straight Christian nonsmoker social drinker Fun Friendship Romance Serious Relationship,0,entrepreneur,entrepreneur,
4172,4172,Sunsetca,52,Medicine,divorced,female,white Straight Jewish nonsmoker social drinker Romance Serious Relationship Marriage,0,medicine,medicine,medical
4173,4173,Trentmitchell,52,Construction,divorced,male,white Straight Other light smoker social drinker Fun Friendship Romance Serious Relationship,0,construction,construction,construction
4174,4174,Valdivia,52,Ingeniero,single,male,hispanic Homosexual Christian nonsmoker social drinker Serious Relationship,0,engineer,engineer,engineer
4175,4175,valluci69,52,Warehouse,divorced,male,hispanic Straight Other nonsmoker occasional drinker Marriage,0,warehouse,warehouse,
4176,4176,Vanidad,52,Cajera,divorced,female,mixed Straight Christian nonsmoker social drinker Serious Relationship,0,cashier,cashier,
4177,4177,vcarba2992,52,Asistente de oficina,divorced,female,hispanic Straight Other nonsmoker never Serious Relationship,0,office assistant,office assistant,office
4178,4178,Vicky123,52,Contador,single,female,hispanic Straight Christian nonsmoker never Marriage,0,contador,contador,
4179,4179,victorrrr,52,empresario,divorced,male,white Straight Christian nonsmoker social drinker Serious Relationship,0,entrepreneur,entrepreneur,
4180,4180,Vincenlove,52,Panadero,single,male,white Straight Christian nonsmoker never Serious Relationship,0,baker,baker,service
4181,4181,Yany2020,52,Contadora,divorced,female,white Straight Atheist light smoker occasional drinker Serious Relationship,0,accountant,accountant,
4182,4182,Yude,52,Abogada,divorced,female,hispanic Straight Christian nonsmoker never Romance Serious Relationship,0,a lawyer,a lawyer,
4183,4183,zbravo70,52,secretaria,single,female,hispanic Homosexual Other nonsmoker never Serious Relationship,0,secretary,secretary,office
4184,4184,Angus,53,Agricultural Contractor,single,male,Country boy looking good mate see happens,0,agricultural contractor,agricultural contractor,
4185,4185,Bradley17,53,Teacher,divorced,male,Big heart big smile big laugh big hugs big kisses big affection big love big salsa dancing big adventuretravel big Europe South America big sharing life journey last magnificent woman Ill ever meet devoted,0,teacher,teacher,education
4186,4186,bubby123,53,business owner,single,male,honest outgoing ready find friend,0,business owner,business owner,self employed
4187,4187,Charlesd,53,Retired,divorced,male,Im Easy Going Very mellow Out Going,0,retired,retired,
4188,4188,DanielG1969,53,Disabled,single,male,Im 52yr old looking someone younger Im currently disabled Im working company get invention patented market,0,disabled,disabled,
4189,4189,Djsirfre55,53,Dishwasher,single,male,My name Frederic Niel FretignyI singlei 52 years old next year I going 53 years old March,0,dishwasher,dishwasher,
4190,4190,effigy69,53,Data Analyst,single,female,Looking new romance Kids gone I ready next chapter,0,data analyst,data analyst,
4191,4191,encachette,53,lawyer,divorced,male,I old fashioned gentlemen looking companion enjoy life,0,lawyer,lawyer,
4192,4192,jacob29,53,Business owner,single,male,Kind fun generous good guy,0,business owner,business owner,self employed
4193,4193,Jangoig88,53,Social worker,single,male,I energetic positive male looking straight women,0,social worker,social worker,
4194,4194,loufern,53,Finance,divorced,male,I divorced single kids living I spent formative years Europe moved USA I kinda new area As whole I pretty easygoing serious important things life Finding balance key Family important friends etc Love people family great sports lover gym rat mouse anything I keep fit active eg walking hiking tennis swimming chill Got sense humor ie sarcastic times But mainly dry sense nonetheless Hmm physical mental emotional health good Love outdoors staying active love 2 travel enjoy arts stay tooI looking make life complete whole etc I looking great friend partner someone wants share life vice versa To enjoy journey together make special memories bind two hearts souls Anything else Doggone need Just ask Oh BTW divorced shadow great memories wonderful dreams joy life keep company Looking 4 The lady I wanting share life spend time must honest loyal great sense humor romantic You smart adventurous love 2 travel equally happy staying home drama free able balance blended family needs You value relationship recognize import family friendships A relationship love kindness mutual respect live thrive spontaneous conversation comes easy appreciation others individuality As first rodeo baggage I buried mine I dammed try make appearance every However post office forwarding address So please SINGLE drama free We compliment balance sensitive others needs even wants desires masquerade needs ie romance LOL Be best friend lets share lives together The rest follow Well thats gist,0,finance,finance,finance
4195,4195,Michelle51,53,Retired,divorced,female,My dog TOBY I looking someone UNIQUE We respectful honest loyal faithful Looking someone willing COMMUNICATE everyday Thats honest dont play games Who really truly cares get know,0,retired,retired,
4196,4196,NataliaN7,53,A nurse,divorced,female,pretty goodheart woman looking smart serious man,0,a nurse,a nurse,medical
4197,4197,Neethailand,53,Cleaner,divorced,female,hi I nee Thailand I single mom good heart sincere honest I would like find lover life partner I grow old together,0,cleaner,cleaner,
4198,4198,Russ64,53,Cleaner,single,male,Am kind caring loving honest trustworthy passionate,0,cleaner,cleaner,
4199,4199,sdd50,53,Accountant,divorced,male,Loving caring manwant beautiful woman inside Most fun,0,accountant,accountant,
4200,4200,Thelastcowboy,53,Military,divorced,male,Ride hard keep promises arrive time deliver goods Take care loved ones never take cant afford never strike cant strike back Im six foot five broad shoulders short red hair I dont yell strike I love Im quiet capable man I love long deep conversations give night sky cold beer good music better conversation thats makings epic night Who knows would end,0,military,military,military
4201,4201,Whatever,53,Automotive,single,male,Recently single looking fun girls,0,automotive,automotive,
4202,4202,3jcarlos,53,Consultant,single,male,hispanic Straight Christian nonsmoker social drinker Romance Serious Relationship,0,consultant,consultant,
4203,4203,AlejandroPG,53,Conductor,divorced,male,hispanic Straight Other nonsmoker occasional drinker Serious Relationship,0,conductor,conductor,
4204,4204,apasionado1,53,Docente,single,male,hispanic Straight Christian nonsmoker social drinker Serious Relationship,0,teacher,teacher,education
4205,4205,Bily,53,Constructor civil,single,male,white Straight Christian nonsmoker social drinker Serious Relationship,0,constructor civil,constructor civil,construction
4206,4206,Bst6819,53,Construction,divorced,male,white Straight Christian light smoker social drinker Friendship Romance Serious Relationship,0,construction,construction,construction
4207,4207,cachondocachondo,53,Comerciante,divorced,male,hispanic Straight Other nonsmoker occasional drinker Fun Romance Serious Relationship Marriage,0,merchant,merchant,
4208,4208,Calilo,53,Empresario,separated,male,hispanic Straight Atheist social smoker social drinker Friendship Romance,0,entrepreneur,entrepreneur,
4209,4209,Calito,53,Conserje,separated,male,white Straight Christian light smoker social drinker Romance,0,concierge,concierge,
4210,4210,Canadianplaid,53,Government,divorced,male,white Straight Atheist social smoker never Romance Serious Relationship,0,government,government,
4211,4211,carlomorelli,53,government,divorced,male,white Straight Christian nonsmoker social drinker Romance Serious Relationship Marriage,0,government,government,
4212,4212,Carolasaenz,53,Periodista,separated,female,middle eastern Straight Other nonsmoker never Serious Relationship,0,journalist,journalist,
4213,4213,Carpenter1,53,Self-employed,single,male,white Straight Christian social smoker social drinker Serious Relationship Marriage,0,selfemployed,selfemployed,self employed
4214,4214,char5355,53,Customer service,separated,female,white Straight Spiritual light smoker occasional drinker Fun Friendship Romance Serious Relationship Marriage,0,customer service,customer service,
4215,4215,Chivoleo,53,Electricista,divorced,male,hispanic Straight Christian light smoker occasional drinker Serious Relationship,0,electrician,electrician,
4216,4216,Chris1968,53,Therapist,divorced,male,white Straight Christian nonsmoker occasional drinker Friendship,0,therapist,therapist,
4217,4217,Christen,53,Sales,single,female,white Straight Spiritual light smoker social drinker Romance Serious Relationship,0,sales,sale,
4218,4218,ClaudioMarcelo,53,Independiente,divorced,male,hispanic Straight Atheist nonsmoker social drinker Serious Relationship,0,independent,independent,self employed
4219,4219,Daniel1969,53,Business Owner,widow,male,white Straight Other social smoker occasional drinker Friendship Romance Serious Relationship,0,business owner,business owner,self employed
4220,4220,danymer1111,53,Independiente,divorced,male,hispanic Straight Jewish social smoker occasional drinker Serious Relationship,0,independent,independent,self employed
4221,4221,DrOo,53,teacher,separated,male,white Straight Christian nonsmoker social drinker Romance Serious Relationship Marriage,0,teacher,teacher,education
4222,4222,eldora,53,software engineer,divorced,male,white Straight Spiritual nonsmoker social drinker Friendship Romance Serious Relationship Marriage,0,software engineer,software engineer,engineer
4223,4223,Esperanza22,53,Accountant,single,female,hispanic Straight Other nonsmoker social drinker Serious Relationship,0,accountant,accountant,
4224,4224,Fabii,53,Negocios,divorced,female,hispanic Straight Other nonsmoker social drinker Serious Relationship,0,business,business,
4225,4225,FABOR,53,docente,single,male,hispanic Straight Other nonsmoker occasional drinker Fun Friendship Romance Serious Relationship,0,teacher,teacher,education
4226,4226,Faktory,53,Administrador de empresas,married,male,asian Straight Spiritual nonsmoker never Friendship,0,company administrator,company administrator,
4227,4227,Flor6947,53,Comercial,widow,female,hispanic Straight Christian nonsmoker never Serious Relationship,0,commercial,commercial,
4228,4228,Haizea,53,Trabajadora Social,single,female,hispanic Straight Christian nonsmoker social drinker Friendship,0,social worker,social worker,
4229,4229,harlem,53,self employed,single,male,hispanic Straight Spiritual light smoker social drinker Friendship,0,self employed,self employed,self employed
4230,4230,ilianafranco,53,Maestra,single,female,black Straight Christian nonsmoker occasional drinker Serious Relationship,0,teacher,teacher,education
4231,4231,ipachas,53,Ingeniero,widow,male,hispanic Straight Christian nonsmoker occasional drinker Friendship,0,engineer,engineer,engineer
4232,4232,Jamal685,53,Comercio,single,male,middle eastern Straight Muslim light smoker never Romance Serious Relationship Marriage,0,trade,trade,
4233,4233,Jhanna,53,Docente,divorced,female,hispanic Straight Other nonsmoker never Serious Relationship,0,teacher,teacher,education
4234,4234,Joctaviovb,53,Abogado,single,male,hispanic Straight Christian social smoker social drinker Friendship Serious Relationship,0,lawyer,lawyer,
4235,4235,Johnnyhill69,53,Government,separated,male,black Straight Christian nonsmoker occasional drinker Friendship,0,government,government,
4236,4236,jowy,53,tecnico,married,male,white Straight Christian nonsmoker occasional drinker Fun Friendship Romance,0,technician,technician,tech
4237,4237,Juan2805,53,Tecnico,separated,male,hispanic Straight Christian nonsmoker never Serious Relationship,0,technician,technician,tech
4238,4238,Julio1969,53,Vendedor,divorced,male,hispanic Straight Christian nonsmoker social drinker Serious Relationship,0,seller,seller,
4239,4239,Justme50,53,Construction,divorced,male,white Straight Atheist nonsmoker social drinker Fun Friendship Romance,0,construction,construction,construction
4240,4240,Klisters,53,Enfermero,single,male,hispanic Straight Christian nonsmoker never Serious Relationship Marriage,0,male nurse,male nurse,medical
4241,4241,LACHOCOLATA,53,licenciada,single,female,black Straight Christian nonsmoker occasional drinker Friendship,0,licensed,licensed,
4242,4242,Leann132,53,Logistics,divorced,female,middle eastern Straight Other nonsmoker social drinker Friendship,0,logistics,logistics,
4243,4243,Leo2005,53,Asistente Administrativo,single,female,white Straight Spiritual nonsmoker never Fun Friendship,0,administrative assistant,administrative assistant,
4244,4244,Lucianakar,53,Independiente,divorced,female,hispanic Straight Christian nonsmoker social drinker Serious Relationship Marriage,0,independent,independent,self employed
