username,age,occupation,status,gender,filtered sentence,Language,y,translated_occupation
danibertve,42,Sistemas,divorced,male,hispanic Straight Christian nonsmoker social drinker Fun Friendship Romance Serious Relationship Marriage,et,0,systems
DaniDiaz,31,policia,single,male,black Straight Spiritual nonsmoker occasional drinker Friendship,it,0,police
Daniel007,33,Policia,single,male,white Straight Other nonsmoker occasional drinker Fun Friendship Romance,pl,0,police
Daniel1914,40,Comunicador Social,single,male,hispanic Straight Christian nonsmoker social drinker Friendship Romance Serious Relationship Marriage,es,0,Social communicator
Daniel1969,53,Business Owner,widowed,male,white Straight Other social smoker occasional drinker Friendship Romance Serious Relationship,de,0,Business Owner
Daniel1978,44,Empleo público,divorced,male,white Straight Atheist nonsmoker social drinker Fun Friendship Romance Serious Relationship,es,0,public employment
Daniel1982,40,Empresario,single,male,white Straight Other nonsmoker occasional drinker Serious Relationship,pt,0,Entrepreneur
Daniel23,29,Entrenador,single,male,hispanic Straight Spiritual nonsmoker never Serious Relationship Marriage,es,0,Coach
Daniel479602204,49,Profesor,divorced,male,white Straight Spiritual nonsmoker never Marriage,en,0,Profesor
Daniel981010,23,Tecnico,single,male,white Straight Other nonsmoker never Fun Friendship Romance Serious Relationship,pl,0,Technician
Danielaaop97,24,Barista,single,female,hispanic Straight Christian nonsmoker social drinker Romance Serious Relationship,id,0,Barista
Danielafranco_1297,25,Estudiante,single,female,hispanic Straight Other nonsmoker never Serious Relationship,es,0,Student
DanielaJquez,21,Camarera,single,female,hispanic Straight Other social smoker occasional drinker Serious Relationship,es,0,Waitress
Danielarriagada,33,Carpintero,separated,male,hispanic Straight Christian social smoker social drinker Serious Relationship,it,0,Carpenter
Danielavargas,24,Estudiante,single,female,white Homosexual Other nonsmoker social drinker Romance Serious Relationship,es,0,Student
danielbastida,40,ingeniero,single,male,hispanic Straight Atheist nonsmoker social drinker Friendship Romance Serious Relationship,af,0,engineer
DanielBee,55,Independiente,divorced,male,hispanic Straight Spiritual light smoker social drinker Serious Relationship Marriage,nl,0,Independent
Danielga,48,Ventas,single,male,white Straight Atheist nonsmoker never Friendship,fi,0,Sales
Danielito4,36,Independiente,single,male,white Straight Christian nonsmoker occasional drinker Serious Relationship,nl,0,Independent
Danielmejias09,30,Periodista,single,male,hispanic Straight Christian nonsmoker occasional drinker Friendship,es,0,Journalist
Danielmf,43,Ingeniero,single,male,hispanic Straight Other nonsmoker occasional drinker Serious Relationship,af,0,Engineer
danielop20,41,diseñador,single,male,mixed Straight Spiritual nonsmoker never Friendship Romance Serious Relationship,es,0,designer
Danielromero96,26,Emprendedor,single,male,hispanic Straight Other nonsmoker occasional drinker Serious Relationship,pt,0,Entrepreneur
Danihela2231,23,Estudiante,single,female,hispanic Straight Christian nonsmoker never Serious Relationship,es,0,Student
DaniiR,27,Profesora,single,female,hispanic Straight Christian nonsmoker occasional drinker Friendship Serious Relationship Marriage,en,0,Profesora
danijop,28,estudiante,single,male,mixed Straight Other nonsmoker occasional drinker Serious Relationship,es,0,student
daniloss,34,software engineer,single,male,white Straight Atheist nonsmoker social drinker Serious Relationship Marriage,af,0,software engineer
Danirlvalera,44,Quimico,separated,male,white Straight Other nonsmoker occasional drinker Serious Relationship,it,0,Chemical
Danirubioson,29,Nutricionista,single,female,mixed Straight Spiritual nonsmoker social drinker Fun Friendship Romance Serious Relationship Marriage,it,0,Nutritionist
Danita5,47,Accountant,single,female,hispanic Straight Christian nonsmoker social drinker Friendship Serious Relationship Marriage,en,0,Accountant
Danitastgo,38,Profesora,single,female,hispanic Straight Other nonsmoker never Friendship,en,0,Profesora
Danka,52,Profesora,widowed,female,white Straight Christian nonsmoker never Marriage,en,0,Profesora
Danking,56,Driver,divorced,male,white Straight Spiritual social smoker social drinker Romance Serious Relationship,no,0,Driver
Danko63,59,Abogado,divorced,male,white Straight Spiritual nonsmoker social drinker Friendship Serious Relationship,so,0,lawyer
DannCker,27,Estudiante,single,male,hispanic Straight Other nonsmoker never Friendship Romance,es,0,Student
Danneeboyy,47,Retired,divorced,male,white Straight Atheist light smoker social drinker Fun Friendship Romance Serious Relationship Marriage,tr,0,Retired
Danni1608,30,Ama de casa,single,female,hispanic Straight Christian nonsmoker occasional drinker Serious Relationship Marriage,pt,0,Housewife
Danny2342,66,Consultant,divorced,male,white Straight Other light smoker occasional drinker Fun Friendship Romance Serious Relationship Marriage,it,0,Consultant
Danny26,29,Mecánico,single,male,hispanic Straight Other nonsmoker occasional drinker Fun Friendship Romance Serious Relationship Marriage,es,0,Mechanic
Danny5407,34,Carpintero,single,male,hispanic Straight Other light smoker social drinker Fun Friendship Romance Serious Relationship Marriage,it,0,Carpenter
dannygaldamez33,38,estudiante,single,male,hispanic Straight Other nonsmoker never Romance Serious Relationship Marriage,es,0,student
DannyMarcela,32,Auxiliar contable,single,female,hispanic Straight Christian nonsmoker occasional drinker Friendship,es,0,Accounting assistant
DannyTx95,27,Factory Worker,single,male,hispanic Straight Christian light smoker occasional drinker Romance Serious Relationship Marriage,en,0,Factory Worker
Danuska95,22,Estudiante,single,female,hispanic Bisexual Christian nonsmoker never Friendship,es,0,Student
Dany2861,51,Autónomo,divorced,male,white Straight Christian social smoker social drinker Romance Serious Relationship,es,0,Autonomous
Dany35,36,Comerciante,single,male,mixed Straight Christian nonsmoker never Fun Friendship,it,0,Merchant
Dany77,45,Agente de ventas,separated,female,hispanic Straight Christian nonsmoker social drinker Serious Relationship,nl,0,sales agent
danymer1111,53,Independiente,divorced,male,hispanic Straight Jewish social smoker occasional drinker Serious Relationship,nl,0,Independent
Darian,29,Diseñador gráfico,single,male,hispanic Straight Other nonsmoker occasional drinker Romance Serious Relationship Marriage,es,0,Graphic designer
Darielg264,26,Ingeniero,single,male,white Straight Other nonsmoker occasional drinker Serious Relationship,af,0,Engineer
Darien,32,Licenciado,single,male,hispanic Straight Christian nonsmoker social drinker Friendship Romance Serious Relationship Marriage,es,0,Licensed
Dario99,34,Docente,single,male,hispanic Straight Christian nonsmoker never Marriage,it,0,teacher
Daristiz3,28,Ingeniera civil,single,female,white Straight Christian nonsmoker social drinker Serious Relationship Marriage,it,0,Civil engineering
Darkbeauty,31,Unemployed,single,female,black Straight Christian nonsmoker never Serious Relationship,en,0,Unemployed
DarkbrownLion,35,Financial advisor,single,male,black Straight Christian social smoker social drinker Fun Friendship Romance Serious Relationship Marriage,it,0,Financial advisor
Darline,67,retired,single,female,white Bisexual Spiritual nonsmoker social drinker Fun Friendship,da,0,retired
Darlyn,37,Camarera,single,female,hispanic Straight Christian nonsmoker social drinker Friendship,ca,0,Waitress
DarMarie,26,Asesora,separated,female,middle eastern Bisexual Christian nonsmoker occasional drinker Friendship,es,0,adviser
Darwincito,36,Ingeniero,single,male,hispanic Straight Christian nonsmoker social drinker Friendship,af,0,Engineer
Darwis,32,Comerciante,single,male,black Straight Other social smoker social drinker Fun Friendship Romance Serious Relationship,it,0,Merchant
Dary_Garcia,30,Estudiante,single,female,hispanic Straight Christian nonsmoker occasional drinker Friendship Romance Serious Relationship,es,0,Student
DatamacJoe,65,Engineer,divorced,male,black Straight Christian nonsmoker never Fun Romance Serious Relationship Marriage,af,0,Engineer
Datboilondon,35,Sales,single,male,white Straight Christian nonsmoker social drinker Fun Friendship Romance,fr,0,Sales
Dave732,34,Arquitecto,single,male,hispanic Straight Other nonsmoker never Friendship,ca,0,Architect
davejc1955,66,Retired,divorced,male,white Straight Christian nonsmoker never Fun Friendship Romance Serious Relationship Marriage,da,0,Retired
Daves89,72,Retired,divorced,male,white Straight Other nonsmoker occasional drinker Fun Friendship Serious Relationship,da,0,Retired
davescott,67,medical,separated,male,white Straight Christian nonsmoker social drinker Serious Relationship,it,0,medical
daveta,73,Retired,separated,male,white Straight Christian nonsmoker social drinker Friendship,tr,0,Retired
davi10,56,businessman,single,male,asian Straight Christian light smoker occasional drinker Friendship Romance Serious Relationship Marriage,en,0,businessman
David012,27,Panadero,single,male,black Straight Other nonsmoker social drinker Romance,pt,0,Baker
david0331,51,Engineer,divorced,male,white Straight Other social smoker social drinker Fun Friendship Romance Serious Relationship Marriage,af,0,Engineer
David0809,42,Negocio propio,single,male,mixed Straight Other light smoker occasional drinker Serious Relationship Marriage,it,0,Own business
David1962,60,Construction,single,male,white Straight Other nonsmoker occasional drinker Serious Relationship Marriage,en,0,Construction
David1989,33,Uber,single,male,hispanic Straight Christian social smoker social drinker Fun,de,0,Uber
David2021,56,Arquitecto,divorced,male,white Straight Christian nonsmoker social drinker Serious Relationship Marriage,fr,0,Architect
David3235,32,Independiente,single,male,hispanic Straight Other nonsmoker social drinker Romance Serious Relationship,nl,0,Independent
David456,26,Estudiante,single,male,hispanic Straight Christian nonsmoker never Romance Serious Relationship,es,0,Student
David48,50,Seguros,divorced,male,hispanic Straight Christian nonsmoker never Marriage,pt,0,insurance
David7911,42,Ingeniero Industrial,separated,male,hispanic Straight Other social smoker social drinker Friendship Serious Relationship,de,0,Industrial Engineer
David88,56,Self employer,divorced,male,hispanic Straight Christian nonsmoker social drinker Friendship Romance Serious Relationship,en,0,Self employer
David9HL,33,student,single,male,hispanic Straight Christian nonsmoker social drinker Friendship Romance Serious Relationship,nl,0,student
Davidallan66,56,Semiretired,divorced,male,white Straight Spiritual light smoker social drinker Friendship Serious Relationship,tr,0,Semiretired
Davidalonso0039,46,Empresario,divorced,male,white Straight Christian nonsmoker social drinker Serious Relationship Marriage,pt,0,Entrepreneur
Davidarturo877777,33,Estudio,single,male,hispanic Straight Other nonsmoker never Fun Friendship,es,0,Study
Daviddiaz,39,Ventas,separated,male,white Straight Other nonsmoker occasional drinker Romance,fi,0,Sales
Davidflores,42,Chef,single,male,mixed Straight Christian social smoker social drinker Serious Relationship,cy,0,Chef
DavidGT502,34,Ingeniero,single,male,hispanic Straight Christian nonsmoker never Serious Relationship,af,0,Engineer
Davidjosue,50,Empresario,single,male,hispanic Straight Christian nonsmoker never Serious Relationship Marriage,pt,0,Entrepreneur
davidmr1,49,retired,single,male,white Straight Christian social smoker social drinker Fun Friendship Romance Serious Relationship Marriage,da,0,retired
Davidof22,41,Empresario,single,male,hispanic Straight Other light smoker occasional drinker Romance,pt,0,Entrepreneur
DavidQuiroz,31,Estudiante,single,male,hispanic Straight Other social smoker social drinker Fun Friendship Romance Serious Relationship Marriage,es,0,Student
Davidv1,51,Truck driver,in relationship,male,white Straight Other light smoker occasional drinker Fun Friendship,sv,0,Truck driver
Davilito77,40,Administrativo,single,male,mixed Straight Christian nonsmoker social drinker Romance,pt,0,Administrative
DAVIMON,35,TRABAJADOR INDEPENDIENTE,single,male,hispanic Straight Other nonsmoker never Fun Friendship Romance Serious Relationship,en,0,TRABAJADOR INDEPENDIENTE
Davinchi,37,Mecanico,single,male,hispanic Straight Christian light smoker social drinker Marriage,es,0,Mechanic
Davisd,45,Administracion,divorced,male,hispanic Straight Other nonsmoker social drinker Friendship,lt,0,Management
Davisito12345,35,Construction,in relationship,male,hispanic Straight Christian nonsmoker occasional drinker Romance,en,0,Construction
davmic,47,carpenter,divorced,male,mixed Straight Christian light smoker occasional drinker Serious Relationship,ro,0,carpenter
Day,35,Enfermera,single,female,hispanic Straight Spiritual nonsmoker never Serious Relationship,ca,0,Nurse
Day23,24,Estudiante,single,female,hispanic Straight Christian nonsmoker occasional drinker Friendship Serious Relationship Marriage,es,0,Student
dayana16,19,estudiante,single,female,white Bisexual Other nonsmoker occasional drinker Fun Friendship Romance Serious Relationship,es,0,student
Dayi88,34,Manicurista,single,female,white Straight Atheist nonsmoker social drinker Serious Relationship,ro,0,Manicurist
Daza45,45,Trabajo independiente,separated,female,hispanic Straight Other nonsmoker social drinker Serious Relationship,es,0,Independent work
Dbo6969,41,Unemployed,single,male,mixed Bisexual Other chain smoker never Fun Friendship Romance Serious Relationship,en,0,Unemployed
Dc10,30,Estudiante,single,male,white Straight Christian nonsmoker occasional drinker Fun Friendship Romance Serious Relationship,es,0,Student
Dcdamian,35,Enfermero,single,male,hispanic Straight Spiritual nonsmoker social drinker Serious Relationship,da,0,Male nurse
Dcooper334,22,Salesman,single,male,white Straight Christian nonsmoker never Serious Relationship Marriage,et,0,Salesman
dean662,46,Computer Engineer,single,male,middle eastern Straight Muslim nonsmoker never Friendship Romance Serious Relationship Marriage,en,0,Computer Engineer
Debbie90,32,Estudiante,single,female,hispanic Straight Christian social smoker social drinker Friendship,es,0,Student
DebbiLo,59,Cocinera,divorced,female,white Straight Christian chain smoker occasional drinker Marriage,it,0,cook
Deborah011,63,Retired,widowed,female,white Straight Christian nonsmoker social drinker Serious Relationship,tr,0,Retired
Debtise9460,59,Retired,single,female,white Straight Christian nonsmoker never Marriage,en,0,Retired
deby3277,61,trabajo independiente,single,female,white Straight Christian nonsmoker never Serious Relationship,es,0,independent work
Dedude,40,Carpenter,single,male,white Straight Other social smoker social drinker Fun Friendship,nl,0,Carpenter
DeepNtuSer,46,Business Owner,divorced,male,hispanic Straight Other nonsmoker social drinker Friendship Romance Serious Relationship Marriage,de,0,Business Owner
Deisy49,51,Comerciante,separated,female,white Straight Other nonsmoker occasional drinker Friendship,it,0,Merchant
Deiv12,33,Operario,single,male,white Straight Spiritual nonsmoker social drinker Serious Relationship,it,0,Factory worker
deivisc,36,inspector de calidad,single,male,hispanic Straight Christian nonsmoker occasional drinker Serious Relationship,es,0,quality inspector
Deivistaur22,38,Obrero,single,male,hispanic Straight Spiritual nonsmoker occasional drinker Romance Serious Relationship Marriage,de,0,Worker
Deleon502,28,Contador,single,male,hispanic Straight Christian nonsmoker never Fun Friendship Romance Serious Relationship Marriage,pt,0,Contador
Delfin1984,37,Obrero,separated,male,hispanic Straight Christian nonsmoker never Friendship,de,0,Worker
DemDong,66,Retired,single,female,pacific islander Straight Buddhist nonsmoker occasional drinker Serious Relationship,en,0,Retired
demian12,27,chef,single,male,hispanic Straight Atheist nonsmoker never Fun Friendship Romance Serious Relationship Marriage,cy,0,chef
Den79,43,Engineer,single,male,white Straight Christian nonsmoker social drinker Fun Friendship Romance,af,0,Engineer
Denhavfru,73,Paralegal,divorced,female,mixed Straight Christian nonsmoker never Serious Relationship Marriage,tl,0,Paralegal
Denis23,50,Médico,single,male,white Homosexual Other social smoker social drinker Serious Relationship Marriage,es,0,Doctor
denis27,29,cantante,single,female,hispanic Straight Christian nonsmoker social drinker Serious Relationship,it,0,singer
Denis30,33,Ingeniero,single,male,hispanic Straight Christian nonsmoker occasional drinker Fun Friendship Romance Serious Relationship Marriage,af,0,Engineer
Denise123,45,Logistics,divorced,female,mixed Straight Christian nonsmoker social drinker Friendship,en,0,Logistics
Denisse_08,30,Estudiante,single,female,hispanic Straight Atheist nonsmoker never Fun,es,0,Student
Dennisluis,29,Operador,single,male,white Straight Other nonsmoker occasional drinker Serious Relationship,pt,0,Operator
Dennys07,27,Manager,single,male,hispanic Straight Christian light smoker social drinker Fun,tl,0,Manager
Denn_,19,Estudiante,single,female,hispanic Bisexual Atheist nonsmoker never Fun Friendship,es,0,Student
Denob8,25,Management,single,male,black Straight Atheist social smoker social drinker Fun Friendship Romance Serious Relationship,nl,0,Management
Denus09,30,Cocinero,single,male,hispanic Straight Other nonsmoker never Fun Friendship Romance Serious Relationship Marriage,es,0,Cook
Dereck10,33,Fotografo,single,male,hispanic Straight Spiritual nonsmoker social drinker Fun Friendship Romance Serious Relationship Marriage,da,0,I photograph
Derekantonio,32,Construcción,single,male,hispanic Straight Christian nonsmoker never Serious Relationship,es,0,Building
Deserter1,66,Adm Asst,divorced,female,black Straight Spiritual nonsmoker occasional drinker Fun Friendship Romance Serious Relationship,de,0,Adm Asst
Deska,52,Education,single,female,mixed Straight Spiritual nonsmoker social drinker Serious Relationship,en,0,Education
Destino75,47,Economista,single,male,hispanic Straight Spiritual nonsmoker social drinker Friendship,es,0,Economist
Detkroma,31,Student,single,male,white Straight Christian nonsmoker never Marriage,de,0,Student
devildear,41,driver,single,male,white Straight Christian nonsmoker social drinker Fun Friendship Romance Serious Relationship Marriage,da,0,driver
Devine69,47,Massage therapist,separated,female,hispanic Straight Christian nonsmoker social drinker Fun Friendship Romance,en,0,Massage therapist
DeyaRC,45,Administradora,single,male,hispanic Straight Christian nonsmoker never Friendship Serious Relationship,pt,0,administrator
DeyIsa0512,33,Enfermera,single,female,hispanic Straight Christian nonsmoker never Friendship Romance,ca,0,Nurse
Deymar,42,Docente,single,female,mixed Straight Christian nonsmoker never Marriage,it,0,teacher
Deysis,33,Comerciante,single,female,black Straight Spiritual nonsmoker occasional drinker Friendship Romance Serious Relationship,it,0,Merchant
Dgm,31,Mecanico,single,male,mixed Straight Christian nonsmoker social drinker Fun Friendship,es,0,Mechanic
Dhinesh,27,Graphic designer,single,male,white Straight Christian nonsmoker never Fun Friendship Romance,fr,0,Graphic designer
Diablo,40,Construcción,single,male,hispanic Straight Atheist nonsmoker social drinker Fun Friendship,es,0,Building
Diablo6,46,Construcción,separated,male,hispanic Straight Christian nonsmoker social drinker Romance,es,0,Building
DiAlejandro,50,Empresario,single,male,hispanic Straight Christian nonsmoker occasional drinker Serious Relationship Marriage,pt,0,Entrepreneur
Diameli,39,Profesora,single,female,hispanic Straight Other nonsmoker social drinker Friendship Serious Relationship,en,0,Profesora
Diana1523,33,Student,single,female,mixed Straight Spiritual nonsmoker social drinker Serious Relationship,de,0,Student
Diana1974,47,Self Employed,single,female,white Straight Spiritual light smoker occasional drinker Serious Relationship,en,0,Self Employed
DianaG07,26,Estudiante,single,female,hispanic Straight Christian nonsmoker never Friendship Serious Relationship,es,0,Student
DianaMLFerreia,60,Consultant,separated,female,white Straight Spiritual nonsmoker social drinker Friendship,it,0,Consultant
DianaZe,26,Estudiante,single,female,native american Straight Other nonsmoker never Friendship Romance,es,0,Student
Dianiii,26,No trabajo,single,female,mixed Straight Other nonsmoker never Fun,sl,0,I don't work
dianis20,45,Niñera,single,female,hispanic Straight Other nonsmoker never Serious Relationship,es,0,Baby sister
Dibulla,68,autónomo,separated,male,hispanic Straight Christian nonsmoker occasional drinker Serious Relationship,es,0,autonomous
Dicahelo,42,Independiente,single,female,hispanic Straight Christian nonsmoker never Serious Relationship,nl,0,Independent
Dickie,41,Self employed,divorced,male,white Straight Atheist social smoker social drinker Serious Relationship,en,0,Self employed
Didi57,65,Profesora,divorced,female,hispanic Straight Other nonsmoker occasional drinker Serious Relationship,en,0,Profesora
Didier94,28,Independiente,single,male,white Straight Christian nonsmoker never Marriage,nl,0,Independent
Diego0,29,Independiente,single,male,hispanic Bisexual Christian nonsmoker never Fun Friendship Romance Serious Relationship Marriage,nl,0,Independent
Diego1122,37,Ingeniero,divorced,male,white Straight Spiritual nonsmoker social drinker Serious Relationship,af,0,Engineer
diego132y23y,35,chef,single,male,black Straight Christian nonsmoker social drinker Romance Serious Relationship,cy,0,chef
Diego133,34,Comerciante,single,male,mixed Straight Other nonsmoker occasional drinker Romance,it,0,Merchant
Diego1619,34,Conductor,single,male,hispanic Straight Spiritual nonsmoker occasional drinker Friendship Serious Relationship,en,0,Conductor
DiegoFabricio,41,turismo,single,male,hispanic Straight Christian nonsmoker social drinker Serious Relationship,lt,0,turismo
Diegolinkx,28,Estudiante,single,male,mixed Straight Christian nonsmoker never Fun,es,0,Student
Diego_Ardila,37,Arquitecto,single,male,white Straight Christian nonsmoker social drinker Serious Relationship,fr,0,Architect
Digc890213,33,Profesor,single,male,hispanic Straight Other nonsmoker never Marriage,en,0,Profesor
Dilave,45,Administration,married,male,asian Straight Other light smoker social drinker Friendship,en,0,Administration
Dilver,26,Electricista,single,male,hispanic Straight Christian nonsmoker never Friendship,ca,0,Electrician
Dimi80,42,Customer service,single,male,white Straight Christian social smoker social drinker Fun Friendship Romance Serious Relationship,en,0,Customer service
Dinamo,30,Contadora,single,female,hispanic Straight Other nonsmoker occasional drinker Romance Serious Relationship,pt,0,accountant
Dindi,50,Unemployed,single,female,black Straight Christian nonsmoker social drinker Serious Relationship,en,0,Unemployed
Dinohp,40,Emprendedor,single,male,hispanic Straight Christian nonsmoker occasional drinker Friendship Serious Relationship Marriage,pt,0,Entrepreneur
Dionisio,38,Electrónica,single,male,hispanic Straight Christian nonsmoker occasional drinker Romance Serious Relationship Marriage,es,0,electronics
Diska1,60,Comerciante,separated,male,hispanic Straight Other nonsmoker social drinker Romance,it,0,Merchant
DivaBlossom,44,Customer Service,single,female,black Straight Christian nonsmoker social drinker Fun Friendship,en,0,Customer Service
Divineflora,35,Clerk,single,female,asian Straight Christian nonsmoker social drinker Friendship Romance Serious Relationship Marriage,sv,0,Clerk
Divorciado,61,Médico,divorced,male,hispanic Straight Christian nonsmoker never Romance,es,0,Doctor
Dixon,33,Ingeniero,single,female,white Straight Christian nonsmoker never Serious Relationship,af,0,Engineer
Dizu,36,Director,single,male,black Straight Other nonsmoker never Friendship,en,0,Director
Djcdiego,30,Estudiante,single,male,hispanic Straight Christian light smoker occasional drinker Romance Serious Relationship,es,0,Student
DjFelixMantilla,30,Deejay,in relationship,male,hispanic Straight Christian nonsmoker never Marriage,id,0,Deejay
Djmc36,38,Comunicador social,single,male,white Homosexual Christian nonsmoker social drinker Friendship,es,0,Social communicator
dls93,29,Desarrollador de Software,single,male,hispanic Straight Atheist nonsmoker occasional drinker Serious Relationship,es,0,Software developer
dman22,50,IT,separated,male,black Straight Christian nonsmoker occasional drinker Friendship Serious Relationship,id,0,IT
DMeraz,30,Estudiante,single,female,hispanic Straight Christian nonsmoker social drinker Friendship Romance Serious Relationship Marriage,es,0,Student
Doc757,37,Business owner,single,male,white Straight Christian nonsmoker never Fun,en,0,Business owner
Docmurdoc,46,Doctor,separated,male,mixed Straight Christian nonsmoker never Fun Friendship Romance Serious Relationship Marriage,es,0,Doctor
Dododody,38,Engineering,single,male,white Straight Christian nonsmoker never Fun,af,0,Engineering
Dog,40,Construccion,in relationship,male,hispanic Bisexual Other nonsmoker social drinker Friendship,es,0,Building
Dogor,55,Informatico,divorced,male,hispanic Straight Christian nonsmoker social drinker Friendship,en,0,Informatico
Dolly87,35,Maestra,single,female,hispanic Straight Spiritual nonsmoker never Friendship Romance Serious Relationship Marriage,cy,0,Teacher
dollyximena,36,Profesora,single,female,mixed Straight Christian nonsmoker occasional drinker Serious Relationship,en,0,Profesora
Dominate,30,Mechanic,married,male,mixed Straight Christian nonsmoker never Fun,de,0,Mechanic
Dominicanboy,45,Comercio,single,male,hispanic Straight Christian nonsmoker never Friendship Serious Relationship Marriage,pt,0,Trade
donaldo,50,contador,single,male,hispanic Straight Christian nonsmoker never Serious Relationship,pt,0,contador
Donna35,35,Caregiver,single,female,black Straight Christian nonsmoker occasional drinker Friendship Serious Relationship,it,0,Caregiver
DOOMGaze,40,Janitor,single,male,white Straight Other chain smoker never Fun Friendship Romance Serious Relationship Marriage,en,0,Janitor
door46,48,Chef,single,male,mixed Straight Muslim social smoker social drinker Fun Friendship Romance,cy,0,Chef
Doq,49,Militar,divorced,male,hispanic Straight Christian nonsmoker occasional drinker Serious Relationship,ro,0,Military
Dorca,49,Ama de casa,separated,female,hispanic Straight Christian nonsmoker social drinker Serious Relationship,pt,0,Housewife
dorigen57,64,carpenter,widowed,male,white Straight Christian nonsmoker social drinker Serious Relationship,ro,0,carpenter
Dosramosp,34,Vendedor,single,male,white Straight Christian nonsmoker social drinker Serious Relationship,nl,0,Seller
Dotado69,51,Cocinero,single,male,hispanic Straight Spiritual nonsmoker never Friendship Romance Serious Relationship Marriage,es,0,Cook
Dramahater1,45,Manager,single,female,white Straight Spiritual light smoker occasional drinker Fun Friendship Romance,tl,0,Manager
DRdaniel,27,odontologo,single,male,hispanic Straight Other nonsmoker occasional drinker Fun Friendship Romance,it,0,dentist
drdave,31,Estudiante,single,male,white Straight Spiritual social smoker social drinker Serious Relationship Marriage,es,0,Student
Drew,28,Constructor,separated,male,mixed Straight Christian nonsmoker occasional drinker Friendship Romance Serious Relationship,ro,0,Constructor
drgolden,33,medico,in relationship,male,hispanic Straight Atheist light smoker social drinker Marriage,it,0,medico
Drika2021,49,Independiente,single,female,white Straight Spiritual nonsmoker never Friendship Serious Relationship,nl,0,Independent
drlove123,47,Manager,in relationship,male,black Straight Christian nonsmoker never Fun Romance,tl,0,Manager
DrOo,53,teacher,separated,male,white Straight Christian nonsmoker social drinker Romance Serious Relationship Marriage,en,0,teacher
Dry,33,Secretaría,single,female,white Straight Christian nonsmoker never Friendship,es,0,Secretary
dsalinasj72,50,Maestra,widowed,female,hispanic Straight Christian nonsmoker never Serious Relationship,cy,0,Teacher
Dsharp,39,Disabled,divorced,male,white Straight Christian light smoker never Friendship Romance Serious Relationship Marriage,no,0,Disabled
dtim7182,56,Retired,separated,male,white Straight Other light smoker occasional drinker Friendship Romance Serious Relationship Marriage,tr,0,Retired
Dubann,25,Estudiante,single,male,hispanic Straight Other nonsmoker occasional drinker Romance,es,0,Student
Dulce2410,31,Policía,divorced,female,hispanic Straight Spiritual nonsmoker never Serious Relationship Marriage,cs,0,Policeman
dulcecitony,40,pintor,single,male,hispanic Straight Christian nonsmoker occasional drinker Serious Relationship,it,0,painter
Dulcynea,35,Estudiante,single,female,white Straight Christian nonsmoker never Serious Relationship,es,0,Student
Durando12,47,Operator,single,male,hispanic Straight Other nonsmoker occasional drinker Fun Friendship,it,0,Operator
Dusty1960,62,Truck Driver,divorced,male,white Straight Christian light smoker never Serious Relationship,de,0,Truck Driver
Duvan611,25,Empresario,single,male,hispanic Straight Spiritual social smoker occasional drinker Fun Friendship Romance Serious Relationship Marriage,pt,0,Entrepreneur
DWool2939,64,graphic designer,separated,male,white Straight Atheist light smoker occasional drinker Fun Friendship,fr,0,graphic designer
Dy20,38,Masajista,single,male,white Straight Other nonsmoker social drinker Friendship,sw,0,Massage therapist
Dylan69,28,Tecnico,single,male,hispanic Straight Christian social smoker occasional drinker Fun Romance Serious Relationship,pl,0,Technician
Dylan_09,21,Estudiante,single,female,hispanic Straight Christian nonsmoker never Fun Friendship Romance Serious Relationship,es,0,Student
Dyron,37,Arquitecto,single,male,black Straight Spiritual nonsmoker social drinker Fun Romance Serious Relationship Marriage,fr,0,Architect
eaddy007,34,Businessman,single,male,asian Straight Muslim social smoker never Fun Friendship Romance,fi,0,Businessman
Eagle,74,Retired,widowed,female,white Straight Christian nonsmoker social drinker Serious Relationship,tr,0,Retired
earlmatt,54,Business owner,divorced,male,white Straight Jewish nonsmoker never Marriage,en,0,Business owner
Ebe2486,35,Docente,single,female,hispanic Straight Other nonsmoker never Friendship,it,0,teacher
Ebsr,29,Sales,single,male,white Homosexual Other nonsmoker occasional drinker Friendship Romance Serious Relationship Marriage,fr,0,Sales
ecfeijooma,54,Ing Mecanico,divorced,male,hispanic Straight Christian nonsmoker social drinker Friendship,en,0,Ing Mecanico
ECH,34,Abogado,single,female,hispanic Straight Christian nonsmoker occasional drinker Friendship Serious Relationship,so,0,lawyer
Ecm266,27,Emprendedor,single,male,mixed Straight Other nonsmoker occasional drinker Serious Relationship,pt,0,Entrepreneur
Ed95,27,Profesor,single,male,hispanic Straight Christian nonsmoker never Fun,en,0,Profesor
EdBermudez,39,Abogado,divorced,male,hispanic Straight Christian nonsmoker social drinker Serious Relationship,so,0,lawyer
Edda,38,Comunicadora,single,female,hispanic Straight Other nonsmoker never Serious Relationship Marriage,pt,0,communicator
EddieCuba,38,Albañil,single,male,hispanic Straight Other nonsmoker social drinker Romance Serious Relationship Marriage,es,0,albanil
eddu,50,profesor,single,male,mixed Straight Other nonsmoker social drinker Serious Relationship,en,0,profesor
Edduardo,65,retirado,divorced,male,hispanic Bisexual Other nonsmoker occasional drinker Fun Friendship Romance Serious Relationship Marriage,pt,0,withdrawn
Eddy80,42,Mecanico,separated,male,hispanic Straight Christian nonsmoker never Friendship Romance Serious Relationship Marriage,es,0,Mechanic
