username,age,occupation,status,gender,filtered sentence,y,translated_occupation
lindaperry444,35,business,widow,female,I honest caring loving well romantic easy going person friendly love meet new people love going beach dinning love pet reading listening music life simple love meet man heart soul everything life love meet man ony one right key heart man surrender heart spend rest life,1,business
love2cuddle,35,sales,single,female,If youre looking amazing romantic sexual fulfillment terrific low maintenance ladylook got good life really stuff stalkand thats missing wonderful man share If man YOUdont waste another minute contact My ideal man anyone guts love He strong commanding presence A man knows missing gamer open book discrimination anything let love flow,1,sales
lovelyn1,35,nurse,single,female,I nice lady needs handsome caring man life always truthful honest love care,1,nurse
mabeldeal36,35,self employed,single,female,I well mannered educatedadventurous caring person My big passion job time travelling I think I lucky one But career interests important life I miss one sweet loving charming man life dreams thoughts,1,self employed
maryfrntz30,35,sales girl,single,female,I honest loyal woman looking YouI like laugh joke fun serious occasions calls itI versatile trying new experiencesCan go one end spectrum many thingsi hope You intelligent sincere caring manwell mother told love man treat like methis mine since little girl,1,sales girl
maryyb,35,shopkeeper,single,female,I caring person earth I like fish bowl go dinner movie stay cudlle watch movie go drinks danceIhave divoriced year I materialistic person hangout g l marrybety27,1,shopkeeper
melissaf01,35,self-employed,single,female,Im open minded person easy get along withIm smart funny affectionate thoughtful sensual hopeless romantic passionate honest Godfearing I like holding hands movies singing car believe practicing Golden Rule You know Life complicated thingand never know happen one day people could meet understand meant otherthey could live happy life together rest lifeor could lonely long time afraid new relations So I dont want miss chance life find person I could live strong happy family search right person ready serious relationship,1,self-employed
michellelimacan,35,healthcare,single,female,would describe happy person intelligent well educated stylish sociable attractive caring clean Im openminded sensitive truthful passionate great sense humor responsible serious I I love music arts fashion traveling meeting people beautiful I looking special someone I could love heart body soul I love find experiences share someone close I special person life share dreams excitements witha good relationship provide stimulation intellectual emotional physical level,1,healthcare
milvertins,35,self-employed,single,female,I energetic young positive interesting girl loves everything new I dream find soul mate build strong happy family enjoy life together Its never boring good friend,1,self-employed
Misslady80,35,sale,single,female,I woman kind gentle nature gentle heart pure soul I good sense humor I cultural kind woman Better write great pleasure Im focused relationship create happy family I like historical sites buildings culture countries I ask write men looking serious relationship,1,sale
naomi101195,35,Hairdresser,single,female,huge heart wants real passionate love Im kind open active person I want find beloved man My dream big friendly family love trust respect I try develop mind soul body I prefer honest positive relationships I wait partner Im looking wise virile man Ill love inspire My ideal man must sincere caring good sense humor make laugh half conquered The I appreciate men love life desire develop And youre well able build strong sincere relationship together,1,Hairdresser
newlifb1,35,self-employed,single,female,I kind caring young lady I try enjoy moments life I prefer achieve goals I best always My desirable dream meet man I live without special one I search I hope I find soon I dreaming see ocean try lots things Have ever jumped parachute Lets together Are ready adventures real feeling I ready Will join We everything want I want share everything,1,self-employed
Ninel,35,Teacher,single,female,I love life Yes really like enjoy life positive thinker optimist like smiling Also sincere honest romantic woman like flowers sea So looking woman like please read profile,1,Teacher
nlm2014,35,self employed,divorced,female,Im simple straight forward lady I love natural things Im cool headed nature I love clean cook join well,1,self employed
Oseinana,35,student,single,female,cute tall like going alot blonde hair blue eye Very sexy,1,student
prissfran,35,business owner,single,female,I point life I value appreciate simplicity enjoy balanced stress free life If may compatible partners I longer chase big things life like newest models cars big houses Instead I time actually live life I open minded humble reliable I enjoy exploring world foreign cultures meeting locals I much interested meeting soulmate share life someone honest trustworhy strong moral values I live anywhere world right person prefer sunny warm climate Keep Glass way half full attitude I fortunate life enjoy everything life offer My world comfort zone really expanded past years I travel world business great fortune meet make friends many different countries DISTANCE IS NEVER A PROBLEM TO ME If I learned nothing else I learned people problems governments problems governments Ive also learned moderation things stay shape keep Happy Attitude like around others enjoy life want happy soulmateWhy drop contact willing know Find interesting,1,business owner
quainoo505,35,teacher,single,female,I tender attentive girl My close people say I ray sun face always shines smile I purposeful hardworking girl afraid take first step I ready make efforts get I want I positive attitude changes life I serious search I interested pen pal I seriously interested real meeting I full passion love I hope find man I share,1,teacher
queen900,35,Self employed,single,female,I love eat healthy exercise regularly My health comes first Having great health enables live love contribute grow experience lifes blessings meant experienced I love cooking good healthy meals friends family,1,Self employed
Rien,35,self employed,single,female,Im gentleloyalfamily orientedsoftpassionatetrustworthy ladyim easygoing outgoingIm lady full funi seem seriously wanting meet man lifeI love musicmoviesoutdoorssight seeing readingIm caringunderstanding honestI seeking caringunderstanding honest man must great sense humor must know treat lady somehow loved pamperedI love kidsI love dancingIts part lifeI forcuddlng hugging holding much possible I love spontanious actions suprises I love hugged behind Im cooking kitchen I love cook love sports take walks beach I love travel,1,self employed
ryanelliott,35,engineer,single,male,man overcomes gone breaks,1,engineer
sabrin321,35,teacher,single,female,Fun filledeasy going earthI love kids could thing put smile facesMy hobbies readingwatching movies sight seeing,1,teacher
semira,35,student,single,female,I ready serious relationship I really look forward starting right person,1,student
Sgtterri77,35,military,single,female,avery humble kind acaring My name SgtTerri single never married am35 years United state looking interested relationship friendship marriage orlongterm relationship jusst fun ro dont know last life time,1,military
Sheila0089,35,nursing,widow,female,I simple easy going love sing real desires I openminded full passion I honest always want faithfully man happiness man means lot always want see happy I wake every day enjoy day life I smile simple things try positive This easy happy lonely I made decision join dating site friend told see get dream man got living happy home The ideal picture one cooking breakfast together looking still bit sleepy night real happiness smiling beloved man feel happy day still ahead I ready give care love attention devotion man I respect love forever Im looking life partner I need loving stable man love loved,1,nursing
sophie012,35,business,single,female,Mixed Father Netherlands Mother Bergen Norway Im looking serious relationship Nothing less maybe chemistry right based reciprocity Desire know trust write SKkYyPpe sophieandersen01,1,business
stellana12,35,self employed,single,female,I busy lifestyle working nurse studying part time nursing career Im easy going relaxed honest good sense humour I love good laugh love good old giggle I challange ever life throws I stubborn times especially Im passionate something I really care Otherwise pretty chilled go flow I love animals kind I chocolate Labrador named Ruby n ginger ninja cat named Leo I outside weather bless snuggled inside rainy cold days I enjoy nature travel new experiences making new memories moments throughout life I enjoy cooking trying new recipes good food always brings good times people together I also love go camping hiking fishing good soul I truly believe things happen reason taking risks keeps soul fired I prefer honestly truth someone fake wanting please people We different reason embrass person Looking meet someone I share life enjoy adventure life together,1,self employed
stephanielola,35,business,single,female,im serious relationship lead marriage im looking marriage oriented lovely passionate God fearing man spend rest life,1,business
Superwoman12345,35,Self Employed,single,female,Am loving caring gentle woman nice heartI full life love everything lifeI optimistic gentle woman positive outlook lifeI love laugh happy times I also like make others around laugh happyI hard working womanI love traveling world like learn people culturesI educated woman lot knowledge wisdom understandingI ready try anything onceif goodi Meaning remain good thing foreverAm nice woman manThereforei looking man wants loved 100 return love wayAm seriouslovingcaring humble faithfulhonest easy going person,1,Self Employed
sweetokef,35,self-employed,single,male,Im fun lady building life past hard time Im educated currently building business background better Im open learning something right man Im open outgoing affectionate articulate funloving person looking partner Im happy person whos content life If caring loving ready meet good listener fast learning woman From able hold great conversation open enough express needs feelings Im super energetic per ce easy going reliable sporting great sense humor I like fish yoga sport restaurant swimming cooking pets,1,self-employed
Txt8508003146,35,Sales manager,single,female,Hi Im Ranieka youll like know text number username,1,Sales manager
Vivi21255,35,Administrative,divorced,female,Just decent Lady singlenearing end career looking future time new familyDont mean wanting kids meeting someone happy home take one I dont know perfect match would I want honesty trust fun loving outgoing loves children understands demands place life Ive single many years A things get way first particular order Employed Own home Not mortgage company No drugs Not player Emotionally available Very Romantic Not looking onenight stands I old enough know better young enough I miss feeling get wait see call someone gives stomach butterflies I want feeling show someone loveI want love life back I looking best friend companion lover It would great someone cuddle whether cold outside I desire man sense humor independent confident intelligent imaginative caring fun loving honest A man wants equal partnership one believes common like responding email winkeven quotthanks thanksquot quotgolden rulequot hopes chivalry dead us left There seems lot missing quotonline worldquot If really want quotpen palquot dont plan meeting upfront,1,Administrative
Wendy001,35,nurse,single,female,openminded god fearing loyal faithfulness trust worthy hard working open minded love caring openminded god fearing loyal faithfulness trust worthy hard working open minded love caring openminded god fearing loyal faithfulness trust worthy hard working open minded love caring openminded god fearing loyal faithfulness trust worthy hard working open minded love caring,1,nurse
whitedaimond,35,nurse,divorced,female,I outgoingcommunicativeeasy goingoutspokenI also Romantic typelove cuddlehold hands walkingIm trustworthy far people tell maybe Im laid backlolI also tend good heart much love give receive,1,nurse
Alexandrra,36,Fashion designer,single,female,Am nice caring woman one kind love making man smile honest funny earth easy going love laugh cuddle respectful know treat man sensitive side well wild side Im also romantic spontaneous I believe non cocky way rare find lot offer type woman way selfish anyway dishonest believe honesty communication trust huge things relationship,1,Fashion designer
alice,36,nurse,single,female,Im honest caringcalm cool faithful guy like swimming singing dancing listening music traveling like trying new things,1,nurse
angelina,36,engineer,single,female,I looking forward meet bright man share life I cant stop admire adore give love devotion I dream noble smart strong confident personality passion life genuine man gentleman tender caring hug carry arms I lot life I want create strong family raise beautiful well educated children make husband happy,1,engineer
angiejanie0012,36,trading,single,female,I understanding open minded heart forgiving loving caring sense humor hard working I raised strike Christian background taught young age always respect people learn give mutual respect man I never speak negatively people I take less listen people jump peoples affair I giver I I give I much believes Multiple returns I fully decided role Model children good loving caring wife husband,1,trading
Austin23,36,construction engineer,single,male,Am Austin simple fun,1,construction engineer
Batie,36,Self Employed,single,female,I love eat healthy exercise regularly My health comes first Having great health enables live love contribute grow experience lifes blessings meant experienced,1,Self Employed
biglove11,36,cashier,single,female,Im cheerful sociable girl dreams find good man Im family oriented Im sociable lot friends Im kind tolerant I always try understand people difficult situation cause Im sensitive someones pain I want find second part create happy family,1,cashier
blessingcotty,36,banker,divorced,female,cool easy going caring gentle lady straight easy going person loves meeting people travelling working like making friends learn teach good values life,1,banker
braidrose,36,business lady,divorced,female,name braid rose looking serious relationship cool loyal respect smart lady My life book Its impossible describe words I tell personally I dont criteria ideal man I want happy,1,business lady
brianwest,36,navy,widow,male,Im man I comfortable life Im handsome kind respectful wellspoken I extremely passionate affectionateIm everyday ordinary average normal man Nothing special I consider simpleI type person wants somebody feel wanted trophy I affectionate person I love cuddle I like show somebody I feel telling I love close somebody whether bed couch whereverI like outdoors I dont care hunting fishing well I fish unbaited hook means I get spend time someone I care There lot things I like dancing cooking camping etc My ultimate goal I think would make happy get back feet woman side I love loves,1,navy
childtrip11,36,nurse,single,female,I really never thought entire life I looking love computer Always thought silly Well I guess joke meI friends cancer made think forevernot even close I want rest life matter short long life might somebody share A laughter tear good moments great moments kiss moonlight kiss sunlight Or really quiet nite dont say word Just look eyes let hearts talking us Is mushy,1,nurse
chyntia,36,student,single,female,Hi name chyntia collins 30 year old single kid nursing student living alone humble honest god fearing woman like meet honest loving caring man ready love rest life till death us apart think things common addd whatssap chat hangout27628634604chyntiacollins147gmailcom cheers,1,student
cleanheart123,36,self employed,single,female,I kind sincere girl I friendly person Although I curious woman bit extraordinary In spite quottrue real womanquot I responsible person try punctual I value traits people I many friends like socialize I dream create loving family kid,1,self employed
faith365,36,cashier,single,female,I intelligent smart woman I like keeping good shape look amazing anytime I creative person I like pay attention selfdevelopment make inner world rich interesting people communicate I easygoing person I positive person chance see,1,cashier
faye,36,self-employed,single,female,Im cheerful sociable girl dreams find good man Im family oriented Im sociable lot friends Im kind tolerant I always try understand people difficult situation cause Im sensitive someones pain I want find second part create happy family,1,self-employed
floratender2016,36,lawyer,single,female,AM FLORA GIBSON SINGLE NO KIDS I WAS ONCE MARRIED BUT I LOST MY HUSBAND AND SON 5YEARS AGO SO I HAVE DECIDED TO MOVE ON WITH MY LIFE SO I NEED A REAL AND HONEST MAN TO SPEND THE REST OF MY LIFE WITH,1,lawyer
Gavinmorgan138,36,engineer,single,male,Im 34 I work full time I 4 kids dont live Before start judge wrong know I didnt walk kids I live alone doin Ive single five years Im meet make friends first Ive beaten broken torn past ones I loved Ive picked pieces started I good heart dont get twisted Im like anyone met Im man desperate love anything else Im player aint game I call way I see dont want truth dont ask If youre looking man raised old fashioned morals knows treat woman I could one looking sugar daddy Im one I want stay someone wants fight argue If youre interested holler,1,engineer
Gina8341,36,self employed,single,female,Im considered attractive person Im new internet stuff wellMuch like would like meet someone Honestcaring financially stable someone capacity laugh easilyI love going beach like hanging around like soul mateAre Compatible believe age dont need mess around good christian looking serious relationship start new life withI also believe Chemistry important honestly I like intellectually bright arrogant enough want tell world bright I love stimulating conversation deep feelings everyday life I little picky generally know first second date date match try honest say I like people make effort talk comfortable around I feel good even nothing say makes sense I easy get know try make people comfortable immediately Contact I think slightly different experience laugh two along way,1,self employed
gorgeouslaura,36,student,single,female,Am lady early 30stall white complexion Proud confused could go every whileI genuine honest forthright Im smart things I dont understand games adults playing days I interest filling dance card I deal one time seriously Eclectic No good trying guess favorites I couldnt tell either I dont give dayum Jonesesunless need help I like roller blading dancing gardening Doityourself projects I would like Harley someday yoursI known burst song apparent reason I wan na learn new things try new stuffno drugs okay think must add Am seeking seriousloyalhumblenicerespectful honesthardworkingtrustworthykindgentlecaringloving God fearing man like fatherunclebrother husband give kids love God loves whole world,1,student
grayle,36,Architecture,single,male,I sincere romantic kind attractive woman wants start strong happy family based respect care sincere affection,1,Architecture
Gwen8686,36,Self employed,single,female,Im honesty trustworthy person,1,Self employed
Helen_sweet2000,36,self employed,single,female,I tender romantic woman I wish admit I woman knows exactly needs life doesnt want loose time vain I like care people close I lot love heart I want give someone As ideal relations people easily find agreement man listen lady understand When man romantic lady passionate Of course I want successful man I dont care age status important love,1,self employed
jakesallison78,36,nursing,single,female,coolnicelovely romantici also earth prefer dialogue relationship like meet man nice caringlovely understanding,1,nursing
Jennifer1997,36,student,single,female,caring loving understanding,1,student
joanieh,36,self employed,divorced,female,I quality woman confident honest kind smart fun trustworthy supportive loving loves kids outgoing earth friendly great sense humor sociable respectful I would always treat respect I good morals traditional values Im lady good listener someone could talk anything Im looking long term relationship life long lover I also want someone honest times,1,self employed
Jolieseekforlove,36,Business lady,single,female,Im easygoing lively girl My life rather active Im one likes spend part tome indoors Of course sometimes great make comfortable armchair read book watch favorite movie I think Im sociable open everything new And course Im caring loving passionate young woman I really good wife best man world,1,Business lady
JudySexy,36,student,single,female,A downtown woman loving caring sense humor Will like meet gentle man loving understanding knows good relationship means,1,student
KellySmith0505,36,engineer,single,male,I fun loving man I work hard I play hard I self employed financially emotionally secure I told friends I attractive witty fun well get idea I like cook grill dine Im true easy going hopeful romantic cant wait special woman pamper,1,engineer
laucutelove,36,student,single,female,I attractive physically mentally healthy well adjusted adult 100 serious meeting RIGHT people Im earth person easy going open minded I like great food amp drink good read good laugh live music accompany perfect sunset great laugh BBQ friends Honesty integrity education confidence discretion cleanliness genuine respect others go long way Friends would describe sociable friendly really earth person I good balance I moderately religious I playful nature known bit giggler find reason laugh I spend free time friends going eat movies amongst things If would like know ask,1,student
leachjri,36,student,single,female,new looking serious married,1,student
Leeroystone,36,self-employed,divorced,male,Am Man God love Young one old looking real mate lost wife accident always like honest everyone,1,self-employed
Lelysara00,36,business,widow,female,I lovingcaring romantic character easy going gentle lady great sense humor I lovingcaring romantic character easy going gentle lady great sense humorI lovingcaring romantic character easy going gentle lady great sense humor,1,business
Leos,36,Contractor,single,male,I love whatever I love I simple man earth loving caring,1,Contractor
lifasmichelle,36,self employed,single,male,Am lifas michelle united state America worker Africai want life partner marriage woman understand make happy lifeAm ready woman care show love,1,self employed
lizabowen,36,self employed,single,female,My name Liza single divorcedwith kids looking future partner life I want spend rest life best friend lover share quiet moments I romantic outgoing independent personI shy In short I woman take others needs peoplerelationships important I believe true loves means caring needs others wanting whats best I good sense humor looking lifetime partner,1,self employed
Lobeez,36,engineer,single,female,Im single mom I strong heart loving caring honest person I always believe God much faith I like swimming camping fishing reading tennis dancing I enjoy walking along beach,1,engineer
loverules22,36,nurse,single,female,Im simple fun loving womanI appreciate good art work nature beautyIm one man woman appreciate thesame returnI love watch good movies tooI love cuddling enjoy good swimI seek serious relationship Im shy reserved personI enjoy outdoorsI love campingswimming good moviesI also appreciate honesty Im one man womanfamily values important tooI seek relationship marriage possibilities,1,nurse
marita,36,teacher,widow,female,I woman I know role good woman relationshipI best make home peacefulI serious ready settle downl honest nonracist trustworthy loving hot charming lady l love cherish opposite human l willing relocate ready best please lover thing l want man willing share love ever,1,teacher
mariyajean121,36,banker,single,female,simple honest woman,1,banker
millar1366,36,military,single,male,MILLAR single never married born California CA living Oklahoma obtained degree Kentucky University Kentucky Usa working millitry always travel many country need settledrown New York looking resporsible mentally stable physically fit bunch laughs warm caring honest good listening God Fearing positive person marry future patner real easy person talk good listenerI love play golf I enjoy chilling friend I like watching movies room I like swimming fishing listening music travelingI family oriented person There would better find somethings I really interested wanting know makes special person today I want know family background life experiences past relationships goals dreams interests anything else want tell I even want learn add,1,military
Monica121,36,military,widow,female,I loving lady really seeking true partner share rest life withI know race poor rich neither swift strong bu,1,military
morganjayson,36,accountant,divorced,male,I bit difficult funny l love nature im attracted people much compassion,1,accountant
nadiaban13,36,self employed,divorced,female,Im intelligent outgoing professional clean funny independent easygoing honest seductive smile AND whole lot fun I smoke use drugs I drinks occasionand many rare occasions I enjoy coffee shops watching movies smiles comedy shows good food wine watching sports traveling beaches,1,self employed
nathangilbert130,36,doctor,widow,male,I like open wish build rigid relationship believe shall yield good fruit man seen life social circle many years It really matter ones age color achievement matters life nothing Care expression mostly expression heart,1,doctor
noradeguzman,36,self employed,single,female,lady 36 looking life mate also lookng serious relationship,1,self employed
okpos,36,teacher,single,female,I woman I know role good woman relationshipI best make home peacefulI serious ready settle downl honest nonracist trustworthy loving hot charming lady l love cherish opposite human l willing relocate,1,teacher
oluwatade22,36,teacher,single,female,A relationship without trust like two people trying trick one believing something isnt really No relationship kind exist without trustWhat Gift GOD And become Gift GODA relationship trust like cell phone service play games well matter distance apart meant together end find together dont give otherI dont care age difference I concern heart believe much chemistryI seriously looking someone spend rest life witham looking man know want life generous manEven youre far hearts connected distance numbers,1,teacher
ptrueheart231,36,nurse,single,female,I never really imagined using online dating work time little much fun holding Mr right I look like pictures love family gainfully employed smell good I intelligent fashionable sensitive others well mannered good provider great values personable sexy grounded want significant Ill always hold door dont drugs unless count green tea Being single fine I certainly dont think one relationship sake relationship life short go alone love best I open finding find via online model would convenient like ordering relationship take I wont detailed dating resume I think bit interesting get know specifics conversation Im assuming I saying click someone I like I kidding look pictures first sometimes fall fall rules go window,1,nurse
rincenow12,36,military,widow,male,sergenti make friend real people see happen nexti unble easy goingi might somehow busy jobmy fb Scharton Rincereal woman ready serious relationship welcome join facebook,1,military
sandreams,36,student,divorced,female,I positive thinking person upbeat always looking observing good life people surroundings I love laugh even simply cracking I firmly believe sense I give share spread much kindness possible knowing comes back way I passionate arts creating many shapes forms,1,student
Sean99,36,business man,single,male,Well got lot talk rather put like really good english speak spanish live spain life came back US I calm sincere person I consider affectionate generous man also good friendI uncompromisingly honest passionate courageous intelligent articulate generous kind expressive strong I dont smoke neither I drink occasions good wineIm romantic positive happy natural person I loving tender faithful sincere Am creative man great character I like sports music natureto go cinema sea art The destiny reality illusions I adventurer open kind strong social I enjoy little things luxury tooi born US live Spain life dad US mom Spain I looking special woman come life want enjoy free time life general special woman come life,1,business man
sharron661992,36,Self Employed,single,female,Im simple woman enjoy simplest things life I need man share nice life Serious relations I want love loved Honesty respect Easy pleasant interesting I dont look adventure I full heart share right man looking serious man educated Very willing keep warm friendly home family He desire grow career active professional field We common goals life move forward together He must able walk beside life passionate sexual man Are right man meyou hook 3377060762 leave MSG talbertsharron 200 gemail,1,Self Employed
shelbimacon,36,self employed,single,female,Am open sensual kind gentle romantic different woman family oriented sensitive tender person I want give tenderness care special man I enjoy nature seeing stars night listening sounds nature near water swimming I love ocean sea I like traveling diving dancing drawingskating bowling billiards I enjoy music much Blues classical modern I understanding open minded heart forgiving loving caring sense humor hard working cheerful character honestsincere kind warm intelligent good looks People cant believe see photographs I look like mom I girl like running Saturdays,1,self employed
SONIAGORGE,36,self employed,single,female,My Name MrsSonia Gorge I made mind donate inheritance less privileged widows nd charity organization In countryplease help fulfill last wish,1,self employed
sweetyolanda,36,self employed,single,female,I open honest I lead healthy way life teach people well My heart full love affection I ready share I kind loving understanding sexy trustworthy faithful devoted submissive I want find somebody make heart beat faster I consider kind generous person I always aspire make people surrounding happy I looking familyoriented man kind tender heart I like romantic special time man I know love man whole heart I want find special someone able accept love feel return I sociable easygoing openminded educated polite At time I sensitive tender sincere feminine In relationship I appreciate honesty trust respect care sharing interests The important thing life happiness health prosperity family I hope I meet unique beloved would share dreams desires I heart ready answer sameIm looking man create family I want find partner life true love best friend Im romantic sensitive woman wants give love loved Im traditional many ways I love children If children fineI sensitive individual caring honest I like treat people respect I value friendship greatly I live impulsiveness quite random times I like live moment every moment preciousI believe I meet life serious man would like make strong friendly family My dream strong tender kind problemsolving man I sociable kind cheerful I great sense humor I serious intentions I want find man I happy I want fall love I love life I like meet different peopleI would like see cheerful I looking tender caring reserved man He might ready help moment always trust I want find man regards I ready joys sorrows I want find man heart beating faster,1,self employed
teresaaa,36,cashier,single,female,Well I need describe personality I say I pretty active lady trying busy something time makes feel alive I goaloriented I like set new goals With beloved person I want make mutual goals I say I lifeloving person enjoy life lot,1,cashier
textme5632934334,36,student,single,female,32 years living alone looking aman long term relationship take care got married together,1,student
tracypete,36,self employed,single,female,tracy 57 tall 175 cmlight brown hair brown eyes I like playing Soccer dancing swimming music cookingIm romantic caring vivacious warmhearted open singleminded responsible familyoriented much I like books reading Bible Im looking partner lifeMy personality traits I confident purposeful smart honest loyal elegant sociable sensitive gentle cheerful optimistic romantic responsiblevivacious warmhearted open singleminded I like kinds music jazz R B Slows I like go toand theater exhibitions museums concerts meeting new friends More The warm family attitudes sincerity mutual respect internal beauty person important Means someone clean heart people would like meet charming communicative In partner I especially appreciate gentle decent character vitality inquisitiveness sense domesticity accuracy last least woman knows treat man right way My perception ideal relationship If really would like start new sometimes exciting first happy life strong healthy family discover amiableIt also I havent selfassured strong kind sense humor loving children woman could estimate feminist tenderness reliability intellectual,1,self employed
uniquelover01,36,business,single,female,Am easy going loving caring reliable honest straight forward woman ready adapt situation life love visit nice place love outdoor activities love going cinema beach,1,business
vinney,36,us army,divorced,male,Im simple easy going man looking nice woman wants love wants loved I want enjoy life someone good sense humor knows let hang,1,us army
wedoninka,36,management,single,female,I looking serious man ho mind I daughter I wish find love support I dont want waste time I ask serious dont play games I need man good strong character happy man father little daughter I hope goo man write soon,1,management
wendylilo,36,business,divorced,female,New looking serious relationship games Ok feel free contact care responsible wendylilo14700 g l,1,business
zak123hicks,36,soldier,widow,male,Im earth caring honest going loves fun vacation I die family country I want partner understanding loving loves laugh,1,soldier
zikki100,36,nurse,single,female,Im good woman looking good man One best friend soulmate I seranade love song written run candle lit bathcook home cooked dinner Then settle snuggle couch romantic movie,1,nurse
activecarlina,37,self employed,single,female,Im lover art nature enjoy camping love outside whenever weather permits Im fun lovingcaring fun withlove crack jokesa lady good sense humor love keep self occupied work iam alone,1,self employed
americanfriday,37,self employed,divorced,male,I Moses loyal humble man easy going aw lovely man feel free ask anything tell thanks best woman one gon na love respect honour happy found one complete life man pray come way love,1,self employed
charlesbrandon,37,military,single,male,I good heart I sincere earth I loving heart respectful kind man I lot love give Religious Catholic Christian I never judge others compassionate love appreciate little things life respectful,1,military
elizabethgrace,37,self employed,widow,female,curious like honest people I dont judge people I dont mind people long arent fake I conservative liberal would rather define I think I stereotype anyones mind I like humour I dont mind brings silly dark I love write Yoga hang friends,1,self employed
ericrinket,37,US Army,divorced,male,LOVELY GUY AND GOOD FEARING MIND AND IM A COMPLETE MAN OF GOD,1,US Army
finn,37,nurse,single,female,loyal cool lady love making people around happy make life easier sweet able,1,nurse
Ford,37,Military,widow,female,I woman love peace understanding,1,Military
Franny6060,37,nurse,single,female,I love life I love enjoy minute life I kind person goal life I like cook like give pleasure friends relatives chef meals I want take beautiful great time planet,1,nurse
Geepoly001,37,accountant,single,male,Am easy friendly young man,1,accountant
james01,37,self-employed,single,male,Ive separated 2years wish settle find real love lifeI daughter named Sarah Son name Samuel Im proud father love much family care much,1,self-employed
johntyk,37,army,widow,male,Im military officer Im fun loving man caring compassion share special someone I lot offer lady I believe honesty trust im dedicated stand rest life I want show happiness really fulfill life joy love possible I believe kind I strike conversations I dont even know Im always smiling hugging someone Im compassionate fun loving I believe spreading happiness smiles butter knife Every day significant holidays Giving I care important,1,army
krist0,37,military,single,female,I honest always nothing I think would make wrong,1,military
mattie,37,sales,single,female,I quiet shy reserved person good sense humor I also caring sensitive person good heart I looking someone special make smile I enjoy long countryside walks good food Bacardi Coke cuddling whilst watching good movie,1,sales
melissa237,37,realtor,single,female,blessed blessed blessed want know contact,1,realtor
MellyJ,37,self-employed,single,female,My name Melanie I 37 years old single I lonely woman I search good man creation family About height172 cm weight74 kg pleasant appearance brown eyes long dark brown hair fair beautiful educated successful attractive woman,1,self-employed
Michos,37,businessman,single,male,Am gentle man honest friendlylovin patienceintelligent caring shareful man willing find future partner I love go beach av fresh air love kids around mewilling find someone love Im I av done ok honest God blessed every man hand workin Im willing give ready great love one ever give woman A good woman ready settle good mother kids,1,businessman
millone64,37,student,single,male,Good morning pretty one hope good rest last nightAS told earlieri truly want opportunity get know youI raised strong catholic mom child taught much caring people accepting respecthonordignity honestycompassionand love strongest features instilled meI like take things natural rhythm comes relationships,1,student
muna,37,nurse,widow,female,I consider tender gentle kind woman good morals values Being optimist I calm shy fact I strongwilled ambitious person I always achieve goals I interested everything surrounds world full interesting things I eager discover The famous proverb says someone stops learning stops growing I absolutely agree I want grow develop spiritually I try maintain harmony life I woman gentle friendly nature I 100 honest faithful I empathetic romanticIm happy cooking good cooking Likes little romantic dinner two candles table like glass red wine two meal I lot sense spirit take drugs I fond nature loves walk Are happy woods beach sea like food basket Im angler fascinated fly fishing,1,nurse
nancylove122,37,nurse,single,female,cool serious hard working looking true love please head games,1,nurse
newishlove,37,beautician,single,female,Am hard working God fearing woman looking mature man start relationship stand test time,1,beautician
onegoodheart001,37,Construction,divorced,male,I feel I man integrity family provider I think I kind heart tender soul I proud quality I responsible I believe taking care woman treating gift God meant,1,Construction
Owen1,37,engineer,single,male,HIIm Owen know profile site I live London United Kingdom Im 59 feet brown eyes weight 80 kg I born France raised educated England My father France born mother England I currently working Senior Offshore Engineer Shell DPT petroleum petrochemical I work Contract basis im free lancer England time spent sea offshore I born family two second sister married name Flora Im easy going person great sense humor I like make new friends Im openminded person romantic heart My favorite color blue I like horror movies football bowling dancing swimming amusement parks anything fun,1,engineer
pamela100,37,sales,single,female,I simple fun woman honest possible ways looking something real real man knows truly wants woman,1,sales
panchev,37,military,single,male,Talking imam easy going type adventurous romantic ambitious good sense humor My hobbies many mentioned sportswatching movies going walks listening music almost types music love beach dancing dark etc I looking honest loyal trustworthy fun caring loving woman interested serious relationship I want love loved I alone 7 years ready someone I miss someone special life,1,military
Paola103,37,nurse,divorced,female,I looking man honest faithful loyal sincere caring loving man willing give love heart Well Im loving caring honest woman average smarts although Games I morals looking man A man words I independent looking find someone I rely,1,nurse
ronnieeivory,37,engineer,widow,male,I nice gentleman I funny actually I act younger years say I I love kids animals much Sincerehonest caring easygoing outgoing fun loving loyal affectionate conservative sometimes shy outgoing need Hard worker yet I enjoy time I dont feel age yet I like joke around I humorous times I well balanced many areas life except one Which I site I tend focus others needs mine I love beach movies gardening cycling hiking enjoy golf I prefer quite settings prefer small circle people I enjoy Nature reflection Gods character creativenessI raised Christian homeI want meet special woman would bring joy life,1,engineer
rosez444,37,medical,single,female,Im looking stable relationship built trustcompromisehonesty lovel want family someone willing one,1,medical
sherri,37,army,single,female,Hello originally south africa currently based iraq military personel peace keeping mission earth lady believe sinerity looking perfect partner,1,army
singlesophie01,37,Sales and Marketing,single,female,Im looking serious relationship Nothing less maybe chemistry right based reciprocity Desire know trust write,1,Sales and Marketing
soulfulguy,37,trader,single,female,I quite calm time open minded love pets caring person hate liars cheaters believe God go church always,1,trader
