username,age,occupation,status,gender,filtered sentence,y
 marshall, 53, military, single,male,name james form oregon one child like footboll,1
 martincc, 51, engineer, single,male,I person always optimistic smiling My communicative character helps many friends end turn fake I one good friend passed away years back Sweden I Swedish living state since 19 Years I hate lie betrayal I would never person lies I personally never cheat close people People know say easy talk topic I glad feel everything I say goes heart I passionate affectionate I sure future wife value features,1
 martinclark, 46, business, single,male,HI I AM MARTIN CLARK AND I AM VERY INTERESTED TO KNOW YOU AND PERHAPS WE CAN BE FRIENDS AND SHOULD BE VERY NICE PLEASE TRY TO GET BACK TO ME FOR FURTHER INTRODUCTION THANKS,1
 martinez1215, 45, Construction Engineer, widowed,male,I 40yrs I child parentIve SiblingsI 1 son called Mark 10years oldi Once married Loving caring woman untimely death took away meso looking serious long term Relationship,1
 martinezalonso, 45, self-employed, divorced,male,lovingcaring wonderful father like,1
 martinlawrence, 40, self-employed, single,male,I sincere open individualI easy get alone love funI Love laugh unexpected things lifewhen trying daysi still find smailI seeking good healthy relationship someone good outlook life I want someone whos valuesgoals lifesomeone believes respect loyalSomeone believe love loved returnsomeone take amI believe Love 100 give hearti really bring 100I believe chemistryAm searching someone perfect cos suchjust want meet someone real honest,1
 Martins1121, 53, self-employed, widowed,male,gentle man well behave like going beach love eatingam looking woman love never disappoint,1
 martins1232,42, Engineer, widowed,male,Very laid back easy around Outstanding sense humor I make everyone feel comfortable also seem nack making people laugh feel good I believe something good everyone Would like find lady capable giving loveand receiving well Please real Being honest hereIm sure I see much need endless emails If think might interest let know exchange emails meet Im really find someone meaningful I goal hopefully Thx,1
 martinslawrence, 49, self-employed, widowed,male,Hi firstly thanks look Im way depth sort thing totally new I joined dating site I still believe true love romance happily ever dating Internet interpreted many things almost find good comes way hope trust find looking Im tired loneliness I love care soo much heart give partner I find I rush hurry meet right woman eventually Gods time best wan na get know mebetter lets talk I stop right thanks time profile Enjoy day,1
 martinslove4, 49, –, –,male,A little I sweet warm sensitive caring romantic extremely affectionate I giver I go way help someone smile face best thank I could ever receive I love outdoors taking walkscamping going dinner movies usual things I love laugh make people laugh Im easy going earth I love cuddle snuggle playfull I like walking hand hand arm arm I like sitting stars near nice campfire back yard hammock drinksorry ladys I never acquire taste beer I wine I love romantic walks talks I love kissing meaningful gentletender kiss kind kiss make insides go squirrley I Love make unexpected call say I miss thinking I know little unexpected signs affection keep relationship alive I materialistic So income factor I dont need wined dined little things life make happy plus building relationship heart pocket,1
 Martin_Smith, 55, Civil Engineer, divorced,male,I easy going person like making friends love putting best whatever I want love loved top things want woman love care respect I hope find woman I would love meet woman 50 years really understands value relationship,1
 Maruli, 34, self employed, single,female,single woman honest loyal caring faithful easy going woman supportive God fearing Good lister,1
 marvellmoore, 52, officer, widowed,male,hello name marvell moore kindloving caring man look woman spend rest life till enternity interested message add skype mooremarvell2outlookcom add hangout mooremarvell2gmailcom love god bless,1
 mary, 30, –, single,female,I seeking man laid self A man strong overbearing loyal respectful kind sweet That carry like king situations That arouse intellect well physical desires Looking somebody I share entire self Somebody afraid loved well express loveI seek Serious Long term relationshipSomeone I spend rest Life,1
 mary20,25, student, single,female,Am lovely outgoing woman style classcommitted honesty dedicated man dreamsshy firstoutspokenyet sensitive needs othersable follow submit one Im tailor made lead Spirit faithfullness Honesty life short play gamesi want enjoy life mature personbe friendsbe serious expect friend mate frontAm ultimately looking serious relationship must start friends I looking honestGod fearingbelievingtrusting man knows listen well hold good conversation If become friends would need type man could look trust head Just anyone skype name sandrgyamfi1,1
 mary852, 28, self-employed, single,female,simple woman A special world A special bond one see It wraps us cocoon And holds us fiercely womb Its fingers spread like fine spun gold Gently nestling us fold Like silken thread holds us fast Bonds like meant last,1
 mary899, 29, self employed, single,female,I Honest Loving Caring Daring Decent Kind Hearted Considerate Open Minded Understanding And Loyal SelfConfident Intellectaul Trust worthy Downearth every one inlife generous laugh one make people happy lifely,1
 marya234, 27, self employed, single,female,easy going lady likes meet new people really honestsincere caring person ready something serious,1
 maryabert11, 27, student, single,female,young lady looking good caring partner also know love womanam young lady looking good caring partner also know love woman,1
 maryalexandra, 29, student, single,female,Am mary serious dating,1
 maryandy, 23, modeling, single,female,girl looking perfect relationship lead marriage,1
 Marybaby, 30, self employed, single,female,I kind loving understanding caring woman I love fun good sense humor I optimist life I always try look bright side things I honest simple person appreciate people I look man share life experiences together live lifes ups downs together I give heart,1
 marybenedict,21, student, single,female,I confident comedic person Its better living sharing life someone else Its good engage conversation get know instead us reading long page section Also someone looks like good match paper doesnt necessarily translate reality I like reading travelling learning new things meeting quality people,1
 Marybenson123, 31, nurse, single,female,I really sincere honest person caring kind friendly easy get along social romantic passionate smart intelligent cool headed adaptive big heart believe truth honesty honesty key human success honesty dreams greatest best know hard completely honest try know best one really change personalty believe life based truth know kind person way treat others,1
 Marydana, 30, stylist, single,female,Hellohow doingwhere seeking forAm Mary Texas Dallas seeking real man long term relationship serious manyou text me4698441275Am Mary Dallas Texas seeking real man care faithful heart treat care loveam 30yrs young seeking lovely man cheat break heartif realyou email memarydana42gmailcom,1
 maryfrntz30, 35, sales girl, single,female,I honest loyal woman looking YouI like laugh joke fun serious occasions calls itI versatile trying new experiencesCan go one end spectrum many thingsi hope You intelligent sincere caring manwell mother told love man treat like methis mine since little girl,1
 maryghada26, 22, business, single,female,nice good looking sweet girl love trust,1
 maryj, 32, student, single,female,I kind wonderfull lady huge heart love I open relations family hope find one man till end time I cheerful associative lady tender gentle familyoriented,1
 marylove, 27, student, single,female,Im serious mature woman looking serious relationships looking games Im one need Im little bit romantic dreamy But I also active sportive girl I social good sense humorI like emphasize beauty people make lives much better lovely,1
 marylove2be, 29, construction, single,female,Im laid white earth Im also old fashioned comes respect treatment men Im social wine drinker non smoker,1
 Maryluv1, 24, Sales Marketing, widowed,female,I affectionate loyal sensitive woman I like read go walk travel go cinema I like go friends good time I looking ambitious intelligent man athletic generous constitution I would also like find honest romantic person always put smiles face,1
 maryyb, 35, shopkeeper, single,female,I caring person earth I like fish bowl go dinner movie stay cudlle watch movie go drinks danceIhave divoriced year I materialistic person hangout g l marrybety27,1
 mashkova, 32, Designer, single,female,Good attractive girl I love cook go shopping take care people close Play friends bowling sports A lot reading various detectives romances Previously engaged swimming big tram throw sport Activities less traumatic,1
 mashup22, 34, nurse, single,female,I outgoing I love activities outdoors I cute amp I would also like say I SingleI somewhat conservative adventurous love things relax listen widerange music watch good films taking walks along beach curling front fire special someone Im earth real openmindedI dont hide feelings comes matters heart I want share life someone love I want return I happy I Person I want share amp experience Life man share enjoy Companionship I treasure Heart I good Heart Im caring quotI looking someone Love I amquotHonesty friendship giving,1
 matchseeker1,29, self employed, single,female,I glad tell I romantic life loving woman I enjoy every moment life I want share happiness second half I believe love I searching desperate romantic I real woman I searching real man real gentleman serious reliable brave one love friend protector,1
 mathew19, 41, military, single,male,name mathew mark united state sergeant united state still single looking soulmate site like honesty trust love caring truth amp respect I qualities,1
 Mathew1960,56, construction, widowed,male,Talking self I love friends family I fun person make friends easily I love life love family still love share special woman Life lonely without someone special live I person real comes life issues Am honest kind caring affectionate good sense humor easy going free thinker trustworthy respect lives people My desire meet beautiful sensitive sensuous warm assertive single woman wants friend interpretation friend one pour contents heart chaff grain together knowing habitualness hands take sift keep worth keeping breath kindness blow rest away thank advance allowing kind friend,1
 mathewb, 45, Civil Engineering, widowed,male,mixed half intalian half american divorced civil engineer fun,1
 mathom015, 54, Contractor, widowed,male,I person positive every aspect life There many things I like see experience I like read I like write I like think I like dream I like talk I like listen I like see sunrise morning I like see moonlight nightI like smell wind coming ocean I like look clouds sky blank mind I like thought experiment I sleep middle night I like delicious food comfortable shoes I like good books romantic movies I like land nature I like people And I like laughThis brief introduction If interested knowing read profile take look pictures Do expect much keep sense humor,1
 matrix419, 43, military, single,male,man good heartgreat humorcaringloving fun,1
 matt990,40, military, widowed,male,I loyal generous open playful creative intense reflective earthy passionate curious tough sensitive comfortable loving confident interested finding companionI best friend could ever want I may biggest shoulders world I friend life want always youI smoke drink I love make People smile Happy Time,1
 matthewj, 57, engineer, widowed,male,Caring easygoing person love door activities intellectual conversations Looking something serious friends But lets start friendship see much chemistry got,1
 Matthias11k, 51, Surgeon, divorced,male,I loving honest caring person good sense humor I enjoy meeting new people knowing way life I enjoy watching sea waves beauty mountains everything nature offer,1
 mattie, 37, sales, single,female,I quiet shy reserved person good sense humor I also caring sensitive person good heart I looking someone special make smile I enjoy long countryside walks good food Bacardi Coke cuddling whilst watching good movie,1
 mattluvs2travel, 48, engineer, single,male,Not sure start goes nothing Im adventurous loves outdoor movies camping cooking love try new recipe love travel spend time beach Im funny love laugh great sense humor,1
 mattronnie, 46, –, widowed,male,Am new hoply find new friend honest trustworth person dont give chance lies cheat widow lost wife 5years back hoply meet good honest woman spend rest life scammer stay profile reply,1
 matttyrmand34, 56, Engineer, divorced,male,Im Matthew Tyrmand I honest devoted Christian I loving caring understanding man I hard working humble I great sense Humor,1
 Maurice101, 47, Engineering, single,male,I simple honest loyal God fearing man I spontaneousi like make people laugh enjoy self im going witty fun around good sense humor non judgmental take people areI love beauteous things I seek adore God hath better praise And man hasty days Is honored,1
 maurine12, 45, –, widowed,female,I loving caring romantic kind honest person Im looking long term relations happy marriage I want share everything future husband Well joy success problems well always decide together,1
 maurinegee, 28, teacher, single,female,richlove germany honest obedient humble respected like walking beaches much reading history books looking serious man spend rest life,1
 maxborn, 30, education, single,female,I good background I good Christian I born Christian family I faithful honest circumstance I unfaithful partner anyone,1
 maxdon1, 52, business, widowed,male,I would describe determined highly motivated person I take job seriously Im able see things perspective believe Im quite easygoing work Im optimist rather pessimist Im also realist I cope well going gets tough Im good finding solutions problems Above I would say Im positive enthusiastic person I relish challenge,1
 MaxWalters, 56, retired, divorced,male,I tall man broad smile kind eyes deep passion family You could say I one people enjoy job I honestly admit I adore job strong drive achieve better providing outstanding care empathy patients Ever since I little boy I always dreamed becoming doctor I made dream reality I grew The best feeling world seeing patients recover become healthy confident individuals I would definitely describe confident caring thoughtful loving perceptive spontaneous man I lead busy life job demanding physically mentally home life equally busy always stuff done put tomorrow done today one mottos life After heart break I healed work concentrated gaining experiences qualifications However I ready take backseat remind feel like man I full desire passion I need release woman appreciate kindness honesty,1
 maxwellhoward50, 48, Engineer, single,male,Im simple mandown earth looking woman whos got respect humilitya woman knows treat manmatured,1
 maxwellk, 56, self employed, single,male,Im open sociable person I good sense humor Im cheerful kind sympathetic faithful I still lonely huge world I meet challenges smile helps cope I consider optimist life Being affectionate gentle considerate caring I heart full love I want give love loved I still waiting right one would share joys gifts life Im waiting woman would give care attention importantly affection I want relations bright clean hot longlasting I want see successful respectful intelligent witty natural woman Greediness lie strengthen relationship I hate lies The important thing understanding inner comfort mutual desire happy together I would like meet nice tender open understanding person,1
 maxwelllonger, 52, self employed, widowed,male,Im easy going person God fearing heart im find good friendship lead future decent minded man understand,1
 may101, 30, self employed, single,female,Am may easy going preson I love going new people I love making new friends,1
 maztina, 31, stylist, single,female,I always try duties first move pleasurable activities Im easygoing type harmony importantI active often plan many things I try one hand spend much time possible friends hand also meet many new people,1
 mcconnellryan,41, Military, –,male,serious man hard working man dont joke life What I say much However I made several changes life I enough politics education world I gone back one job I found enjoyment THE ARMY I reenlisted back MARCH Then see world Hopefully time I get see world Life couldnt better already future Life handing lemons I decided make lemonaid For wondering I joined army I I think thats like I actually make THE ARMY job Also I less headaches,1
 mccown, 71, –, single,male,Im straight easy going person kind gentle heart full loveI love travel would love partner travel I workaholic past last year I change attitude decided live life I might live 100 years old time could end tomorrow Rather wait miss life I want take advantage I opportunity front mei need someone special spend forever wit,1
 mcfarlanejohn, 61, Self employed, single,male,Like fishingcar showscraftsanimalsmy native culturefamily warm weatherfootballmoviesmusicb omb firessunsets Im passionatelovingman old fashion morals Affectionatelike cuddlehold handslike seeing new thingsI love life enjoy simple things Im honestloyalfaithfulcaring big loving heart doesnt stop living much know someone would take time Any questions ask I answer honestly dont afraid ask I still desires needs man live full normal physical life love I good sense humor like laugh I love wolves I spiritual easy goingdown earth I 38 year old daughter married If theres something would like knowplease ask,1
 mchamilton4u, 46, engineering, single,male,I born raised New York But used years France I attended university France My dream Be happy someone rest life live happy life like father mother My dislikes dishonesty liesMy favourite colour Blue Pink Due Job I alot countries I adapted lot environments My past relationship thought know Beauty physical appearance But heart If woman Good heart beautiful past relationship teach seek someone God fearingAm looking Good future fonication adultry Am man God born christian serve God still spell devil The devil master sinners one sinning first made adam eve sinnedso serve two masters time want someone happy together forever make happy rest living lifes Well I dont see reason men heartless Well Maybe God fearing way hurt women Am kind man dont like hurt woman God watching every move make life thats great sin promised never hurt soulmate life long honest faithful If ever hurt one love I hurting human like treat fellow human way like treated I like please soulmate everything make happy long capable soulmates happiness happiness When sad feeling I catch I always confort soulmate half part,1
 mckenziep, 42, Petroleum Engineer, single,male,Wellam simple man I love fun laugh I love shooting pool darts I love kinds music singing dancing I like friends family hanging I like taking trips long walks really anything fun interestingmeans Im stupid times But teddy bear romantic loves soft music fireplace candlelit dinner I easy going laid back person I honest faithful caring loving giving I passionate romanticIm secure I I real person laughs eats cries Tender yet man every way Yes That walks beach summer rain I like ski fish watch movies I dance yes Im addict dance floor great exercise,1
 mckibben, 54, doctor, single,male,Im rawling mckibben name Im louisianaIm doctor I work UNunited nationI Specialized jointbone ligearmentI look rightloyal trustful woman heartand Im give life Im ready care rest life,1
 Me2092692631U, 21, self employed, single,female,My friends would say Im easy get along quirky honest fun outgoing respectful Im looking best friend someone put smile face loves family I dont spend much time If man please feel free text wink I would love talk moreSpeaking numbers follow numbers label send text think youve figured 9 Honesty 0 Love 9 Happiness 4 Trust 5 Commitment 4 Communication 3 Believe 8 Romance 0 Faithful 3 Trustworthy,1
 meetjohn, 45, civil engineering, –,male,I would describe happy guy God fear I want genuine relationship,1
 meetmehere6602, 50, military, single,male,I man simple nature positive character decent caring fun love nature love cool music like cool rock music cool metal music classic music jazz romantic songs I looking woman heart woman caring nature open mind want woman smile let others around smile looking woman honest trustworthy,1
 Meliasantoro18, 22, consultant, single,female,Im consultant business company firm im conduct seminar got bored im fafor joined site discreet fun u,1
 melinapace, 30, goverment, single,female,melinapace someone cool loyal find real man thanks,1
 Melissa1, 34, Chemical supplier, single,female,I lady simple tastesi looking man wants pampered loved nice smile pretty good emotionally stable honest loyalno time games I motivated individual long term goalsIm great listener value another person,1
 melissa237, 37, realtor, single,female,blessed blessed blessed want know contact,1
 melissa28, 30, business, single,female,business woman need serious relationship,1
 melissaf01, 35, self-employed, single,female,Im open minded person easy get along withIm smart funny affectionate thoughtful sensual hopeless romantic passionate honest Godfearing I like holding hands movies singing car believe practicing Golden Rule You know Life complicated thingand never know happen one day people could meet understand meant otherthey could live happy life together rest lifeor could lonely long time afraid new relations So I dont want miss chance life find person I could live strong happy family search right person ready serious relationship,1
 MellyJ, 37, self-employed, single,female,My name Melanie I 37 years old single I lonely woman I search good man creation family About height172 cm weight74 kg pleasant appearance brown eyes long dark brown hair fair beautiful educated successful attractive woman,1
 melvinr, 45, Engineer, widowed,male,simple guy ready meet people always learn,1
 MEM55, 28, self employ, single,female,well nothing much easy going lovely caring like meet lovely caring man I spend rest life,1
 mendmark, 42, –, separated,male,I Mend Mark name gentle man lovely heart caring honest like meet woman honest caring loving I like people confident positive optimistic value oriented hard working talk less act In spare time usually weekends I try much keep busy I dont feel vacuum life,1
 mennschristabel, 34, –, single,female,looking serious relationship I like walking night admiring city lights playing billiard making sexy photos Im always active I enjoy life fullest I love traveling You find sunny beach warm country basking sun swimming Hey I think Im perfect sport doesnt require clothes And course I love taking care I know men love eyes And I want love You know almost every young girl wants pony When I kid I didnt want pony I wanted horse But dream never came true Even I became lady I still want learn riding Maybe someday could give lessons I hope interests,1
 mensahcatherine, 32, student, single,female,If like know About text textme995003529,1
 Merci520, 40, student, single,female,I WILL PREFER TO TALK ABOUT IT WHEN I MEET SOMEONE I WILL PREFER TO TALK ABOUT IT WHEN I MEET SOMEONEI WILL PREFER TO TALK ABOUT IT WHEN I MEET SOMEONE,1
 mercyba2, 26, student, single,female,cool always understood people side good relationship So life beautiful short need happy laugh togetherness one Thank lovely,1
 mercybrown, 28, nursing, single,female,nice caring man need nice woman spend rest life glad communicate THANK,1
 meredith, 32, self employed, single,female,I active person always try motion I lot friends I serious future I know I want life I material woman I joined service meet soul mate It seems I know order make beloved happy I looking responsible honest caring loving God fearing marriage minded man ready settle committed long term relationship typeIll love meet genuine maturedloving caring man knows take care woman Im looking serious relationship age doesnt matter mutual respect feeling eachotherSomeone good heart generous Hope meet know hes And My Heart Opened,1
 Merian87, 25, self employed, single,female,I friendly courteous affectionate respectful gentlelady I believe open honest loving family REAL friend treating others respect committed ones love regardless actions showing affection little things show care listening deciding course true love I love children spending time teaching mentoring In social setting I somewhat quite little shy beginning I open trust bonds formed,1
 merianne,59, real estate, widowed,female,Hello Im Merianne America would love seek brief friendship honest person,1
 Merrica, 60, Finance, widowed,female,I Mrs Dorothe Johnson Happy Intelligent I strong positive life help Which little key Success I confident I believe honest looking man able contact fast conditoin health time bad need capable man copy fast handle issue Optimism Equality Laughter Honor amp Forgiveness I strong faith God I believe Life thrilling colorful adventure Filled wonderful opportunities learn grow Thanks God bless honest one,1
 merrick, 34, Military, single,female,pleasure write share little words would appreciate friendship believe good,1
 mesh, 58, civil engineer, widowed,male,Im HONEST educated imaginative hardworking Im big almost anything legitimately fun enjoyable positive I also unconventional independent analytical impressed attached things money status To everyone equal I feel solid realty minds show us one aspect overall existence solid appears In addition us strong positive spiritual aspect soul mines inner core Our minds often overlook spiritual aspect However life experience convinced real much right right positive equal everyone way linked religion deity I almost always try live life straight heart feels right IS RIGHT It heavenly way live Im committed putting feels right IS RIGHT life philosophy anyone may interested 60 height widower 18years old daughter Rose A couple year death wife I lucrative good job CivilMining Engineer Personal Investor Oil Gas job takes around world Presently seeking woman heart dream well responsible I love care plan spend rest life Irrespective age distance problem long know want life,1
 meyerjackson, 48, military, divorce,male,Am meyerjackson name united states tx dallas I one kid name dustin military man deployed afghanistan I like playing friend break I lost parent motor accident 2yrs ago I one sister living florida kid,1
 mgibs, 56, construction engineering, divorced,male,Am gentle man love justice hate intemidiation man love respect care others want others,1
 mhelmut, 50, engineering, widowed,male,About huhIm easygoing optimistic professionally successful financially secure man comfortable I possessed sharp wit wry sense humor I outspoken subjects appreciate others opinions I 1 beautiful son Im really proud ofand wish I could see I I single 5 years still fell relationship yet Hopefully right one come along soon Im ready fall love againand love back Mean Ill keep I best worksleep happy much I Im looking ladythat blow away charmand love surround herThats get attention really quick Looking mature womenyour age doesnt matter come happy Whether 40 65 dont matterLove hard rock two people cant torn apart Love life Without love happiness tomorrow life Love finding right person creating right relationship Its much love beginning much love build till end The purity trueness love Internet relationship far passes one based physical contact two loversI like know dont mind look profile get back mei hint mother use say The best way love love like never hurt,1
 mho35, 34, self employed, single,female,cool easy going woman love caring trusthworthy,1
 micael, 55, engineer, windoew,male,cool loving fun love meeting new people trying new things love listening music camping watching films going cinema chilling breezy beach God fearing man hard working love kids mean everything world,1
 Micco1993, 43, army, widowed,male,Im gentleman fears God Im serious relationship lead marriage I cares make woman happy shes ready honest,1
 michaa, 57, service man, widowed,male,I honest faithful loving man Love fun I love outdoors Dining I also love cook I understanding good listener one woman man always always I love laugh make others laugh Life way short miserable unhappy Well lets see accurate I sense humor Im family oriented sensitive tender person I want give tenderness care special woman I intelligent energetic,1
 Michael147, 53, Construction Engineer, widowed,male,I love readinglistening musiclike action comedy movieslove meeting people far near love friend going camping close nature Am looking woman make happy thick thin help find treasure lost see ups woman loving caringundestandingthat respect oppinion play game love I sensitive intelligent passionate affectionateloyal witty inteligent humorous efficient creative sensitive caring generous communicative sensual charming reliable cleverly neat man looking someone special share world potentially grow old I committed life living fullest growing person Having fun important I looking someone I share lifes experiences grow together faith love My ideal match someone zest lifesomeone laugh fun butand timehe responsible Someone I share strong physicial emotional connection In longterm I believe essential share similar values excellent communication one anotherI love cook types food I one share meal withso I cook I would u like meal,1
 michael200, 48, engineer, widowed,male,Im simple easy going person I enjoy getting I also enjoy staying home relaxing special person watching movie nice fire cooking good mealPeople tell Im nice authentic I think thats true I try stay active I like travel Ive fortunate travel bit past,1
 Michael33, 52, engineer, widowed,male,I pretty easy going guy It take alot get angry I want woman well Like I said profile It communication communication talking also able listen Not hear person listen absorb understand person conveying youI love individualism Dont become think I like let like With foundation trust honesty falls place It becomes given something look ask,1
 michael360, 55, self employed, single,male,Im smart good looking attractive sexy romantic caring Faithful Respectful TrustfulLoving easy going person respect woman alot I confident purposefulhonest loyal elegant sociable sensitive gentle cheerful optimistic romantic responsiblevivacious warmhearted open singleminded So let get know better,1
 michaeladams11, 48, military, widowed,male,I cool passionate If fake scammer dont move closer youll regret even death But yup We good go I need serious relationship many years away home I really need someone I refer mine,1
 michaelbadmus, 47, –, widowed,male,I honest loyal faithful trusting kind caring loving fun compassionate generous nature Some time I wild adventurous side I definitely morals integrity time guide behavior ways another I dont play games person heart feelings I looking WOMAN comfortable enough express passionate side soul A woman give Soft Kisses Sensual TouchesI looking someone good looking smart great sense humor knows meaning relationship I love joke serious need Id love meet someone enhance life take away independence,1
 michaelcarrick, 48, Business, single,male,Im responsible man enjoy simplest things lifebut I need woman share nice lifeSerious relations I want love lovedi need HonestrespectfulEasy going responsible woman stand till end lifI dont look adventure I would like meet true womanThe important thing understanding respect love share together needs wants desires make plans hopes dreams come trueI full heart share right woman,1
 michaeldarrick112, 51, Marine Engineer, widowed,male,Am widower since 3years trying look God fearing Woman Distance matter intention counts I Marine Engineer I head ship I work Diamond Offshore Drilling Inc,1
 michaelfuller, 44, military, widowed,male,single searching im dating site im 46years oldno long way look relationship distance age really matter important thing true love trust care looking serious relationship games want woman love care mei son divorced 5years,1
 michaelhshields, 54, us army, divorced,male,I warmhearted fun easy type guy optimist I energeticor relaxing home Dont sweat small stuff dont take seriouslylike laughhave good sense humor usually enjoying moment Enjoy NYC travel music amusement parks fairs festivals sportshave found right person anything enjoyable Enjoy careerI try keep good worklife balance,1
 michaeljosh, 46, business man, –,male,need caring God fearing womanin life,1
 michaelkevan, 50, business, widowed,male,Single dad looking long term relationship leading marriage Christian values nonsmoker like swim doors enjoy life loyal faithful Have good loving home would like share faithful loving person,1
 michaellance999, 42, engineer, divorced,male,cool headed guy looking good woman,1
 Michaelpurple, 48, –, –,male,I Michael Purple namehere private email interested contact email michaelpurple90yahoocom I new member heream Looking someone make day happy onesomeone grow old withlovingcaringhonestsincere understandinglady like lady cheats liessomeone put trust love hersomeone beating chest wont let like wise tooi know worth like partner person like person love much us build welllast longer us,1
 michaelr4, 58, construction, widowed,male,I know even simplest things much better shared someone special I want find trusted friend sensual ardent lover compatible sharing companion Someone authentic optimistic shared interestsattitudesvalues Able come together level things Spontaneously affectionate loving fun loving also craves special lovers intimacy,1
 michaelshp, 44, –, widow,male,I enjoy living life fullest I dont want look back life wished I would done something didntthen cant Im old I stay home weekends enjoy Dont get wrong I enjoy watching movies home especially cold dreary I tell friends Im shy dont believe Once get know I quite witty I two kids one lives full time part time adopted Down Syndrome Both boys truly light heart I describe two ways simple earth Im humble shy like upfront I want find someone interested things I like Must love outdoors,1
 michaelslater, 52, Self Employed, widowed,male,I feel I man integrity family provider I think I kind heart tender soul I proud quality I responsible I believe taking care woman treating gift God meant I also understand making love physical act two bodiesI would want someone kind caring loving enjoys life one knows stress lifebut doesnt let run life one isnt afraid show express feelings someone agrees disagree times,1
 michbruice60, 61, construction engineer, widowed,male,Im nice strong bright person cheerful honest sincere confident person I know I want life I take care protect beloved Im well balanced educated attentive generous man Always optimistic respectful I found really love I give self love I like much travel world due area specialization building construction engr like gospel music nature mountain beautiful beaches white sand I play piano I play tennis I like much ski winter Alps summer glaciers I business type well I good quality life I live alone Kids grown,1
 micheal100, 50, businessman, widowed,male,I openminded healthconscious cheerful I downtoearth loving respectful know treat woman,1
 micheal20, 48, –, widowed,male,laid back positive mind I loving passionate compassionate I dont let much get I love laugh look bright side life I hope someday I meet love life I want love loved To share life positive nurturing relationship I games drama So please dont bring I abandoned young age I past pretty I street smart never dwell past I thankful every day life health I could look back hate bitter I found past made I I like I I choose love inspire hate Life short live love heart every minute everyday,1
 micheal3417, 50, engineer, widowed,male,simple man honest smart good heart son love spending time aloti love singing playing football playing video games son,1
 Micheal4hotlove, 55, contractor, single,male,Am earth lovely adoreable God fearing simple unique loyal love self type keeps issues isnt relevant love music also sports love moral extral curriculum activities type copy one please self simple understanding love movies,1
 michealadn, 43, Civil Engineer, divorced,male,I simple respectful hard working focus like keeping fit time reading well,1
 michealandy, 40, –, –,male,Hi thanks taking time read Im normal guy good career I love I pay billsand paid dues well I enjoy things new diffrent least going places Ive never even better places Ive never heard thats come Ive spent life trying always I felt right thing I dont time patience games liars cheaters etc Now Im looking someone share Youll trust I dont one way relationships required participate Dont shy If sounds like something might interested please let know I sold crystal ball payment Harley Goodluck Micheal,1
 michealdavid225, 52, medical doctor, divorced,male,God fearing caring christian like sports also fun,1
 michealjohnsonhelbs, 44, military, single,male,Im adventurous romantic sweet caring honest loyal would say sexy I suppose depends definition sexy however lol I love good conversation great debate And trust I know difference debate argument Im lover fighter But I fight hard loved ones Family close friends means world I would anything people life I get bored easily I try keep things exciting career personal life That doesnt mean I dont enjoy quiet evening home cuddled front TV watching good movie With right person anything fun Im silly goofy also understand time place fun games My mother raised MAN ramifications aspects word lol Am looking interested relationship long term basis one woman Am nature kind generouscalmromantic affectionate understanding passionate God fearing I enjoy giving receiving affection openminded new things people adventurous well I welleducated working professional I enjoy reading dancing walking beach fishing camping going movies hanging fun things I sincere would enjoy true romantic fulfilling relationship I also earth honest judgmental way giving relationship well intimacy neither drink smoke Someone good times bad times well someone give attention show affection well someone could give passionate kisses heart,1
 michealneedslove, 45, construction, divorced,male,Here little meIm gentle soul quiet certainly people would assume social butterfly Instead Im quiet watchfullistener provide listening ear tough day judge assume tell I love natureand water feel special kinship near water water right near home I feel peace world breeze across water lapping waves shore unassuming nature water nature I one nature could spend hours sitting beach river lake ocean stitch read listen music feel end day Ive incredible day Ask would tell much I love son important part life,1
 Michealpaul0819, 51, contractor, single,male,I Micheal Paul 53yrs old man International contractor deals construction roads bridges I website saw profile email today interested nice woman love forever man knows make woman smile I believe long distance relationship matter age color distance languages Because needs lot strength courage I like write email start expressing feelings together My id michealpaullivecom Micheal Paul,1
 michealroy, 54, own business, single,male,I good background I good Christian I born Christian family I faithful honest circumstance I unfaithful partner anyone To add I choir church I sing well I well brought I know I required husband I culture I love care respect wife I must make sure I everything possible make happy well please even I leave way My roles husband carried accordingly I must make sure take care wife regularly put house accessories order therefor wifei cook need I iron clothes need I one always make happy I companion smooth rough times share quiet moments well satisfy sensual desires lots To add I faithful honest Always reliable always friendly lovely advice share I easy get along go way need put smile partners face time I go length please well,1
 MichealWilliams, 48, contractor, divorced,male,I joined site search nice woman I love forever I man knows make woman smile,1
 michelecoston, 33, nurse, single,female,simple caring understanding loving ask,1
